sentence,prediction,gold,is_same
[CLS] Pavlo:3 Zhytetsky:4 works in the field of [MASK] [MASK] [MASK] . [SEP],pharmacy:3,philology:3 | Philology:2 . Linguistics | philology:3,False
[CLS] Cubo:2 - Futurism:3 works in the field of [MASK] [MASK] . [SEP],Cubo:2,art of painting | art of painting | painting,False
[CLS] Amable:2 Audin:2 works in the field of [MASK] [MASK] [MASK] . [SEP],Cooping:3,archaeology:3 | Archaeology | archaeology:3 | archeology:3 | archæology:3 | excavation:3,False
[CLS] William Jaco:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,topology:2 | topology:2,False
[CLS] Lisa Randall works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,particle physics | particle physics | subatomic:3 physics,False
[CLS] Richard Bowdler:2 Sharpe works in the field of [MASK] [MASK] . [SEP],sociology:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Evgeny:4 A . Korovin:3 works in the field of [MASK] [MASK] [MASK] . [SEP],investigative:3,"international law | International Law , Law of Nations | international law",False
[CLS] William Borrer:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Avraham:3 Stern works in the field of [MASK] [MASK] . [SEP],astronomy:2,Zionism:2 | Zionism:2,False
[CLS] Joseph Fins works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,bioethics:3 | bioethics:3,False
[CLS] Jan Arnoldus:2 Schouten:3 works in the field of [MASK] [MASK] . [SEP],a painter,differential geometry | differential geometry,False
[CLS] Dominique Villars:2 works in the field of [MASK] [MASK] . [SEP],sociology:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Joint Institute for Nuclear Astrophysics works in the field of [MASK] [MASK] . [SEP],nuclear Astrophysics,nuclear astrophysics:5 | nuclear astrophysics:5,True
[CLS] Pierre de Fermat:2 works in the field of [MASK] [MASK] [MASK] . [SEP],physics:3,number theory | arithmetic:4 | number theory,False
[CLS] Max Nonne:2 works in the field of [MASK] [MASK] . [SEP],sociology:2,neurology:2 | neurology:2,False
[CLS] Emery Clarence Leonard works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Boris Rybakov:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychics:3,archaeology:3 | Archaeology | archaeology:3 | archeology:3 | archæology:3 | excavation:3,False
[CLS] Włodzimierz:5 Kuperberg:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,topology:2 | topology:2,False
[CLS] Pierre - Simon Laplace:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,probability theory | probability theory,False
[CLS] Sereno:2 Watson works in the field of [MASK] [MASK] [MASK] . [SEP],pharmacies:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Ioannis:2 Liritzis:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,archaeological science | archaeological science | archaeometry:4,False
[CLS] Anatoly:3 Logunov:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,theoretical physics | theoretical physics,False
[CLS] Silver Studio works in the field of [MASK] [MASK] . [SEP],Silver Studio,textile design | textile design,False
[CLS] Constantin Scriabine:3 works in the field of [MASK] [MASK] . [SEP],literary criticism,helminthology:4 | helminthology:4,False
[CLS] Sergei Natanovich:3 Bernstein works in the field of [MASK] [MASK] . [SEP],chamber music,partial differential equation | PDE:2 | partial differential equation,False
[CLS] Andrei Okounkov:3 works in the field of [MASK] [MASK] [MASK] . [SEP],physics:3,algebraic:2 geometry | algebraic:2 geometry,False
[CLS] national coat of arms works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],the coat of arms,heraldry:3 | heraldry:3,False
[CLS] trigonometric:3 function works in the field of [MASK] [MASK] . [SEP],astronomy:2,trigonometry:3 | trigonometry:3,False
[CLS] Friedrich Wilhelm von Leysser:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Charles Greeley:3 Abbot:2 works in the field of [MASK] [MASK] . [SEP],Abbot:2,astrophysics:5 | Astrophysics | astrophysics:5,False
[CLS] Ernst Chain works in the field of [MASK] [MASK] [MASK] . [SEP],cognition:3,biochemistry:4 | Biochemistry | biochemistry:4 | biological chemistry,False
[CLS] Paolo Porpora:2 works in the field of [MASK] [MASK] [MASK] . [SEP],post - post,still life | bodegon:3 | bodegón:3 | nature morte | still life | still - life | still - life art,False
[CLS] Andrei Okounkov:3 works in the field of [MASK] [MASK] [MASK] . [SEP],physics:3,probability theory | probability theory,False
[CLS] He Zehui:3 works in the field of [MASK] [MASK] . [SEP],shrine:2,nuclear physics | nuclear physics,False
[CLS] Jan Gonda:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,Indology:2 | Indology:2 | South Asian studies,False
[CLS] Marcel - Paul Schützenberger:4 works in the field of [MASK] [MASK] . [SEP],literary criticism,combinatorics:4 | combinatorics:4,False
[CLS] John Firminger:3 Duthie:3 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Henri Lebesgue:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,functional analysis | functional analysis,False
[CLS] Wolfhart:2 Zimmermann works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,quantum field theory | QFT:3 | quantum field theory,False
[CLS] Alfredo Jahn works in the field of [MASK] [MASK] [MASK] . [SEP],Co - Co,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Edward Bagnall:3 Poulton:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Karel Domin:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Mohammad Ebrahim:3 Jannaati:3 works in the field of [MASK] [MASK] . [SEP],political science,Shia:2 Islam | Shi ' a Islam | Shia:2 Islam | Shiah:2 Islam | Shiism:2 | Shiʿa:3 Islam | Shīa:4 Islam,False
[CLS] Nicholas Shepherd - Barron:2 works in the field of [MASK] [MASK] . [SEP],enquiry:2,algebraic:2 geometry | algebraic:2 geometry,False
[CLS] Ludwig Riedel:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] John Gardner Wilkinson works in the field of [MASK] [MASK] . [SEP],astronomy:2,egyptology:3 | egyptology:3,False
[CLS] John Lawrence LeConte:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] André Lichnerowicz:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,differential geometry | differential geometry,False
[CLS] Charles W . Misner:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,general relativity:2 | GR | GTR:2 | general relativity:2 | general theory of relativity:2,False
[CLS] Vasilii:3 Sergeevich:3 Vladimirov:2 works in the field of [MASK] [MASK] [MASK] . [SEP],Russian - Russian,number theory | arithmetic:4 | number theory,False
[CLS] Onufri:3 works in the field of [MASK] [MASK] . [SEP],the arts,icon:2 | icon:2 | ikon:2,False
[CLS] Peter Ludwig Mejdell:3 Sylow:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,group theory | Symmetry:3 point group | group theory,False
[CLS] Herzberg:2 Institute of Astrophysics works in the field of [MASK] [MASK] [MASK] . [SEP],ultraviolet:3,astrophysics:5 | Astrophysics | astrophysics:5,False
[CLS] Alois Friedrich Rogenhofer:4 works in the field of [MASK] [MASK] . [SEP],astronomy:2,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] Enrique Rodolfo Hercio:2 works in the field of [MASK] [MASK] [MASK] . [SEP],invertebrata:3,electrical engineering | electrical and electronic engineering | electrical engineering,False
[CLS] Alvar:2 Palmgren:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Johannes Rick works in the field of [MASK] [MASK] . [SEP],astronomy:2,mycology:2 | mycology:2,False
[CLS] Jane Francis works in the field of [MASK] [MASK] [MASK] . [SEP],Cooping:3,paleoclimatology:5 | palaeoclimatology:6 | paleoclimatology:5,False
[CLS] Gustav Wilhelm Körber:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,lichenology:3 | lichenology:3,False
[CLS] Stevo:2 Todorčević:4 works in the field of [MASK] [MASK] . [SEP],literary criticism,Ramsey theory | Ramsey theory,False
[CLS] Ernst Ludwig Taschenberg:3 works in the field of [MASK] [MASK] [MASK] . [SEP],psychology and psychology,entomology:3 | Entomology | entomology:3 | study of insects,False
[CLS] The American Journal of Pharmaceutical:2 Education works in the field of [MASK] [MASK] . [SEP],Pharma:2,pharmacy:3 | pharmacy:3,False
[CLS] Jean Anthelme:3 Brillat:2 - Savarin:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,gastronomy:3 | Food and beverage:3 service activities | gastronomy:3,False
[CLS] Edward O . Thorp:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,probability theory | probability theory,False
[CLS] Karl Mahlburg:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,number theory | arithmetic:4 | number theory,False
[CLS] Georges Hayem:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,hematology:3 | haematology:3 | hematology:3,False
[CLS] AOAC:3 International works in the field of [MASK] [MASK] [MASK] . [SEP],co - operation,analytical:3 chemistry | Analytical:3 chemistry | analytical:3 chemistry,False
[CLS] Al - Nawawi:3 works in the field of [MASK] [MASK] [MASK] . [SEP],Al - Quran,fiqh:3 | fiqh:3,False
[CLS] Constantine Walter Benson works in the field of [MASK] [MASK] [MASK] . [SEP],. . .,ornithology:4 | ornithology:4,False
[CLS] Tomitarô:3 Makino:3 works in the field of [MASK] [MASK] . [SEP],visual arts,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Ladislav Rieger:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,set theory | set theory,False
[CLS] Charles Christopher Parry works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Antoine Laurent de Jussieu:2 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],aerodynamics:4,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Alice Eastwood works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],women ' s literature,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] William Thurston:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,topology:2 | topology:2,False
[CLS] J . C . R . Licklider:4 works in the field of [MASK] [MASK] . [SEP],astronomy:2,computer science | CS | CompSci:4 | Computer Science | Electronic computers . Computer science | computation:2 science | computer science | computer sciences | computing science | computing sciences | informatics:2 | information processing science | science of computing | sciences of computing,False
[CLS] Paul Gewirtz:4 works in the field of [MASK] [MASK] . [SEP],sociology:2,constitutional law | constitutional law,False
[CLS] Julius Petersen works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Psychedelics:5,graph theory | graph theory,False
[CLS] Nancy Elizabeth Prophet works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],psychiatry:4,art of sculpture | art of sculpture | sculpture,False
[CLS] Neil deGrasse:4 Tyson works in the field of [MASK] [MASK] . [SEP],astronomy:2,astrophysics:5 | Astrophysics | astrophysics:5,False
[CLS] Christoph Arnold works in the field of [MASK] [MASK] . [SEP],astronomy:2,astronomy:2 | Astronomy | astronomy:2,True
[CLS] Alek:2 D . Epstein works in the field of [MASK] [MASK] . [SEP],astronomy:2,sociology:2 | Sociology ( General ) | Subject:2 : Sociology | sociology:2,False
[CLS] Vasilii:3 Sergeevich:3 Vladimirov:2 works in the field of [MASK] [MASK] [MASK] . [SEP],Russian - Russian,mathematical physics | mathematical physics,False
[CLS] Lazarus Geiger works in the field of [MASK] [MASK] [MASK] . [SEP],pharmacy:3,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] Lille institute for electronics micro - electronics and nanotechnologies:5 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],nanotechnology:4,nanotechnology:4 | nano:2 science | nanoscience:3 | nanotech:3 | nanotechnology:4 | nanotechnology:4 engineering,True
[CLS] Abd al - Rahman al - Awza:3 ' i works in the field of [MASK] [MASK] [MASK] . [SEP],al - Quran,fiqh:3 | fiqh:3,False
[CLS] Joseph Sifakis:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,computer science | CS | CompSci:4 | Computer Science | Electronic computers . Computer science | computation:2 science | computer science | computer sciences | computing science | computing sciences | informatics:2 | information processing science | science of computing | sciences of computing,False
[CLS] Bruno Hofer:2 works in the field of [MASK] [MASK] . [SEP],sociology:2,pathology:2 | Pathology:2 | pathology:2,False
[CLS] Alberto Calderón works in the field of [MASK] [MASK] . [SEP],the arts,partial differential equation | PDE:2 | partial differential equation,False
[CLS] Giorgio Parisi:2 works in the field of [MASK] [MASK] [MASK] . [SEP],"art , art",quantum field theory | QFT:3 | quantum field theory,False
[CLS] Henry Hurd:2 Rusby:2 works in the field of [MASK] [MASK] [MASK] . [SEP],invertebrata:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Werner Sombart:2 works in the field of [MASK] [MASK] . [SEP],sociology:2,sociology:2 | Sociology ( General ) | Subject:2 : Sociology | sociology:2,True
[CLS] Arvo:2 Ylppö:4 works in the field of [MASK] [MASK] . [SEP],literary criticism,pediatrics:3 | Pediatrics:3 | paediatrics:4 | pediatric:3 medicine | pediatrics:3 | pædiatrics:4,False
[CLS] Henri de Lacaze:2 - Duthiers:3 works in the field of [MASK] [MASK] [MASK] . [SEP],pharmacy:3,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Dugald:3 Macpherson:3 works in the field of [MASK] [MASK] . [SEP],inheritance:2,model theory | model theory,False
[CLS] James Bond works in the field of [MASK] [MASK] . [SEP],cinematography:2,ornithology:4 | ornithology:4,False
[CLS] Michel Mandjes:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,queueing:2 theory | queueing:2 theory | queuing:2 theory,False
[CLS] Galen:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,anatomy:3 | anatomy:3 | general anatomy:3,False
[CLS] James Oxley:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,graph theory | graph theory,False
[CLS] David B . Wake works in the field of [MASK] [MASK] . [SEP],sociology:2,evolutionary biology | evolutionary biology,False
[CLS] William Trelease:3 works in the field of [MASK] [MASK] [MASK] . [SEP],Trelease:3,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Silvio Micali:2 works in the field of [MASK] [MASK] [MASK] . [SEP],mysticism:3,computer science | CS | CompSci:4 | Computer Science | Electronic computers . Computer science | computation:2 science | computer science | computer sciences | computing science | computing sciences | informatics:2 | information processing science | science of computing | sciences of computing,False
[CLS] Gustave Thuret:2 works in the field of [MASK] [MASK] . [SEP],literary criticism,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Eric Schechter:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,mathematical analysis | Analysis | analysis | mathematical analysis,False
[CLS] Tetsuji:3 Morohashi:3 works in the field of [MASK] [MASK] . [SEP],visual arts,sinology:2 | sinology:2,False
[CLS] Bijutsu:3 Kenkyū:3 works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],Tōkyū:4,art history | History of the arts | art history | history of art,False
[CLS] family court works in the field of [MASK] [MASK] . [SEP],family court,family law | family law,False
[CLS] Anders Knutsson:2 Ångström:3 works in the field of [MASK] [MASK] . [SEP],social science,meteorology:3 | meteorology:3,False
[CLS] George Francis Atkinson works in the field of [MASK] [MASK] . [SEP],astronomy:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Jacques Pellegrin:3 works in the field of [MASK] [MASK] . [SEP],sociology:2,zoology:2 | Zoology | animal biology | animal science | zoology:2,False
[CLS] Walter Hermann Bucher:2 works in the field of [MASK] [MASK] . [SEP],astronomy:2,paleontology:3 | palaeontology:4 | paleontology:3 | palæontology:4,False
[CLS] Robert Caldwell works in the field of [MASK] [MASK] . [SEP],astronomy:2,linguistics:2 | Linguistics | linguistic | linguistic science | linguistics:2,False
[CLS] Ferdinand von Mueller works in the field of [MASK] [MASK] . [SEP],zoology:2,botany:2 | Botany | botany:2 | phytology:3 | plant biology | plant science | plant sciences,False
[CLS] Jan Harold Brunvand:3 works in the field of [MASK] [MASK] . [SEP],astronomy:2,folkloristics:3 | folklore studies | folkloristics:3,False
[CLS] Dorothee:3 Kern works in the field of [MASK] [MASK] [MASK] [MASK] . [SEP],women ' s literature,"protein folding:3 | GO : 0006457:3 | alpha - tubulin:3 folding:3 | beta - tubulin:3 folding:3 | chaperone:3 activity | chaperonin:3 ATPase:2 activity | chaperonin:3 - mediated:2 tubulin:3 folding:3 | co - chaperone:3 activity | co - chaperonin:3 activity | glycoprotein:5 - specific chaperone:3 activity | non - chaperonin:3 molecular chaperone:3 ATPase:2 activity | protein complex assembly , multichaperone:4 pathway | protein folding:3",False
[CLS] John Dalton works in the field of [MASK] [MASK] . [SEP],astronomy:2,meteorology:3 | meteorology:3,False
