Q31	बेल्जियम
Q13810	गुइमर्स
Q14452	ईस्टर द्वीप
Q14686	फिनलंडचे आखात
Q15028	आंतरराष्ट्रीय मानकीकरण संघटना
Q15123	नॅपल्ज़ प्रांत
Q15284	नगरपालिका
Q15391	निजामाबाद जिल्हा
Q15869	फ्रेडी मर्क्युरी
Q16554	डेन्व्हर
Q16565	शार्लट
Q16666	नांजिंग
Q16963	च्यांग्सू
Q16990	एटना
Q17063	मायोत
Q17189	पेंसेय
Q17581	किंग्सफोर्ड स्मिथ विमानतळ
Q18094	होनोलुलु
Q18383	प्रॉव्हिडन्स
Q18424	क्वीन्स
Q19008	आर्थर बॅलफोर
Q19446	ब्लॅकबर्न रोव्हर्स एफ.सी.
Q19546	पोप
Q19770	स-च्वान
Q23051	स्वॉन्झी
Q23088	ईस्ट रायडिंग ऑफ यॉर्कशायर
Q23092	नॉटिंगहॅमशायर
Q23095	साउथ यॉर्कशायर
Q23105	स्टॅफर्डशायर
Q23143	बेडफर्डशायर
Q23154	ब्रिस्टल
Q23159	डॉर्सेट
Q23204	हँपशायर
Q23298	केंट
Q23352	जॉर्ज रीड
Q23436	एडिनबरा
Q23482	मार्सेल
Q23564	पॉडगोरिका
Q24826	लिव्हरपूल
Q25231	स्वालबार्ड
Q26075	हायड्रोजन सायनाइड
Q26383	अणुकेंद्रीय भौतिकी
Q27381	उत्तर आफ्रिका
Q27468	पूर्व युरोप
Q28865	पायथॉन
Q28934	ब्रसेल्स विमानतळ
Q29294	विलिस टॉवर
Q29574	बिआट्रिक्स
Q32815	मशीद
Q33923	सेंट पीटर
Q34217	ऑक्सफर्ड
Q34424	शकिरा
Q34433	ऑक्सफर्ड विद्यापीठ
Q34627	सिनेगॉग
Q34640	इंग्लिश खाडी
Q34787	फ्रीडरीश एंजेल्स
Q34820	सांतो दॉमिंगो
Q35610	आर्थर कोनन डॉयल
Q35773	ॲपल सफारी
Q36036	लिव्हिव
Q36091	मिनीयापोलिस
Q36192	लोककथा
Q36433	पोर्तू
Q36479	द लायन किंग
Q36794	दार
Q37093	याहू
Q37172	तरंग
Q37437	वाक्यरचना
Q37463	पिएर क्युरी
Q37836	मिलवॉकी
Q38022	सेंट लुईस
Q38035	व्यंजन
Q38283	योकोहामा
Q38799	हमास
Q39121	लीड्स
Q39524	गमाल आब्देल नासेर
Q39631	डॉक्टर
Q39731	बाल्टिक देश
Q39739	अ‍ॅकोनकाग्वा
Q40191	होबार्ट
Q40249	अंताल्या प्रांत
Q40758	माउंट दमावंद
Q40998	उच्चारशास्त्र
Q41291	अग्निबाण
Q41621	हैफा
Q42274	गूगल अर्थ
Q42305	रिचर्ड पहिला
Q42505	हैलाकंडी जिल्हा
Q42735	ऑलिंपिया
Q42765	सोणितपुर
Q42944	युरोपीय अणुकेंद्रीय संशोधन संस्था
Q43192	फ्रान्सचा ध्वज
Q43194	युइन्नान
Q43301	फ्रेस्नो
Q43325	जाल्त्सबुर्ग
Q44167	इंजिन
Q44424	रासायनिक बंध
Q44782	बंदर
Q46611	अपोलो मोहीम
Q46857	वैज्ञानिक पद्धती
Q47604	एमएस-डॉस
Q47722	ब्रोकली
Q48314	वॉटर्लूची लढाई
Q48362	महायान
Q48409	आल्बेनियाचा ध्वज
Q49219	अर्व्हाइन, कॅलिफोर्निया
Q49243	रिव्हरसाइड
Q49266	विचिटा
Q51103	कॅली
Q54169	माझोव्येत्स्का प्रांत
Q57146	चार्ल्स पहिला
Q57798	एडवर्ड पहिला, इंग्लंड
Q60025	हाना आरेंट
Q60095	ऑट्टो फोन गेरिक
Q62832	वेधशाळा
Q65989	वोल्फगांग पॉली
Q66117	मोरेलोस
Q76474	वॉल्थर बोथ
Q76766	गेर्ड बिनिश
Q79990	क्राइस्टचर्च
Q80053	टब्रीझ
Q80294	सेल्युलोज
Q81103	तोफ
Q83029	पोप ग्रेगोरी तेरावा
Q83159	पोप क्लेमेंट सातवा
Q83481	उपनाभी बिंदू
Q83813	सव्हाना
Q92561	लंडन
Q93341	माइल्स डेव्हिस
Q100159	दयामरण
Q101266	पोप इनोसंट दहावा
Q103774	पंडित रविशंकर
Q104334	कारबॉनिक आम्ल
Q104843	क्रुझर
Q108316	पोप अलेक्झांडर सहावा
Q117840	पोप निकोलस दुसरा
Q122701	लॉर्ड केल्व्हिन
Q125631	पोप अर्बन पहिला
Q128321	मिडलँड
Q128664	विल्फ्रिड लॉरिये
Q128891	लॅफयेट
Q129003	फ्रान्सचे दक्षिणी व अंटार्क्टिक भूभाग
Q129610	गॅलवे
Q130871	बर्लिन आंतरराष्ट्रीय चित्रपट महोत्सव
Q130949	स्कीइंग
Q131290	गणजा
Q131596	शेत
Q133267	लेव्ह लँडाउ
Q133315	लिमरिक
Q133327	काल-अवकाश
Q133386	यान पीटर बाल्केनेंडे
Q148540	फ्लोरेन्सचे प्रजासत्ताक
Q149086	खून
Q151148	चोळ साम्राज्य
Q151374	ऑलिंपिक मैदान
Q151843	फ्रांकफुर्टी विचारधारा
Q152265	मोहम्मद झहीर शाह
Q152433	झेरॉक्स कॉर्पोरेशन
Q156990	विकिपीडिया शहर
Q157137	क्रिवीइ रिह
Q159433	३एम
Q159835	बॅटमॅन
Q160369	पोप कॅलिक्स्टस तिसरा
Q161036	प्रशियाचे मुक्त राज्य
Q162080	पोप फेलिक्स चौथा
Q164079	हानोव्हरचे राजतंत्र
Q164089	मेक्सिको फुटबॉल संघ
Q166032	वॉशिंग्टन पोस्ट
Q166646	रामसे मॅकडोनाल्ड
Q167541	एरेडिव्हिझी
Q167715	तिरुवनंतपुरम
Q168057	क्रेओवा
Q168225	हेब्रॉन
Q168949	सेमनान प्रांत
Q169911	पोप ज्युलियस तिसरा
Q170299	पोप बॉनिफेस पाचवा
Q170467	फिलिप पाचवा
Q171965	लुहान्स्क ओब्लास्त
Q174193	ग्रेट ब्रिटन व आयर्लंडचे संयुक्त राजतंत्र
Q174769	युनायटेड एरलाइन्स
Q175157	आंतरराष्ट्रीय एकदिवसीय सामने
Q180967	आद्य शंकराचार्य
Q181103	बलुचिस्तान
Q181633	मिकोलाइव्ह ओब्लास्त
Q181854	लॅपिनरांटा
Q181896	पहिला स्वेन
Q182081	इलिस पार्क मैदान
Q184178	योहान स्ट्रॉस
Q185632	लाईमासॉल
Q186237	जोएनसूयू
Q186465	जूलियन श्विंगर
Q187099	लायोनेल जॉस्पिन
Q187346	कॉन्सटॅटीन
Q188641	स्तनाग्र
Q188933	काबुल प्रांत
Q192373	जागतिक एड्स दिन
Q192711	भारताचे पंतप्रधान
Q192896	कार्लायल
Q193055	गिर्गिउ काउंटी
Q201575	होआव पहिला
Q203263	अथेन्स
Q204632	गेलिक
Q204720	हरफर्ड
Q206687	नेल्सन
Q207728	नजीबुल्लाह
Q208003	निकोलाई अलेक्सीविच नेक्रासोव
Q211734	अथेन्स आंतरराष्ट्रीय विमानतळ
Q213916	एजिया
Q214681	पणजी
Q215016	अ‍ॅडोबे इलस्ट्रेटर
Q215293	वोल्वो कार्स
Q215399	अरेना लिव्हिव
Q216239	कावेरी नदी
Q219072	मालांजे प्रांत
Q220445	कुचिंग
Q223041	आंतरराष्ट्रीय टेनिस फेडरेशन
Q223233	सॅम मेंडेस
Q227978	पोप जॉन एकोणिसावा
Q230346	मोनिका निकुलेस्कु
Q234262	सूरा
Q241582	सुघड प्रांत
Q242066	टोराँटो पीयर्सन आंतरराष्ट्रीय विमानतळ
Q245135	आयफोन ४एस
Q257946	अमरेली जिल्हा
Q267298	विद्युतघट
Q280658	फॉरवर्ड
Q281206	ओस्मानिये प्रांत
Q289876	हॅमिल्टन पॅरीश
Q310786	अल दायेन
Q313956	अनिल कपूर
Q317839	याँगचंग
Q318354	पर्सी ग्रेंजर
Q323461	कस्तुरी
Q374053	व्हेरा झ्वोनारेवा
Q381132	२०११ ऑस्ट्रेलियन ओपन
Q381150	नुरी अस सैद
Q389737	तंगा प्रदेश
Q397905	कोलंबिया
Q455413	बेलिझ फुटबॉल संघ
Q467343	सुचित्रा सेन
Q468374	रवी शंकर
Q477115	१९७४ आशियाई खेळ
Q484678	बर्क्ली
Q485021	विंडोज २.०
Q488244	विंडोज सीई
Q494511	देवी
Q499927	मॉस्को
Q525609	शाह अमानत आंतरराष्ट्रीय विमानतळ
Q537950	जनरल मिचेल आंतरराष्ट्रीय विमानतळ
Q541652	लॉरा बासी
Q590849	आर्व्हाडा, कॉलोराडो
Q597842	फ्लोरेंस
Q601408	मिंगशिंग चित्रपट कंपनी
Q648495	विंडोज लाइव्ह रायटर
Q657734	बर्टूआ
Q676899	इटली फुटबॉल संघ
Q701180	नानजिंगची लढाई
Q704371	मॅके
Q713623	क्लेड
Q726917	ऑकलंड प्रदेश
Q797848	बाबर
Q799808	बेफूससम
Q821105	यॉर्क
Q840644	इंटरनेट एक्सप्लोरर ९
Q952228	इच्छापुरम
Q956568	फोर्ब्स
Q957543	अर्नेस्ट शॅकल्टन
Q975590	लुफ्किन
Q983454	मन्सूर अली खान पटौदी
Q1043650	मामु प्रदेश
Q1065197	नोकिया एन८२
Q1068393	अ ॅडोबे ब्रिज
Q1076461	नोकिया एन७३
Q1100795	क्लीव्हलंड हॉप्किन्स आंतरराष्ट्रीय विमानतळ
Q1112985	क्यूस्टेंडील प्रांत
Q1139503	नोकिया ल्युमिया ७१०
Q1265687	डुंगरपूर जिल्हा
Q1277758	ईस्ट बेर्बाइस-कोरनेटीन
Q1318776	टेस्टोस्टेरॉन
Q1318857	कोबोको जिल्हा
Q1367294	मुघल-ए-आझम
Q1421504	पिट्सबर्ग आंतरराष्ट्रीय विमानतळ
Q1551626	तांबट
Q1641162	भारताचे उपराष्ट्रपती
Q1743621	गुजरात विधानसभा
Q1772811	त्रेता युग
Q1861290	विनैतांडी वरुवाया
Q1930187	पत्रकार
Q2002354	साएब सलाम
Q2028659	इंदिरा गांधी राष्ट्रीय मुक्त विद्यापीठ
Q2035663	नोकिया इ७२
Q2085380	धर्मानंद दामोदर कोसंबी
Q2085464	शाहडोल जिल्हा
Q2151534	टाटा टेलीसर्व्हिसेस
Q2215841	सायकलिंग
Q2366025	देवबंदी
Q2445461	जुन्नर
Q2472946	आदि पर्व
Q2643528	विंडोज एक्सपी मीडिया केंद्र आवृत्ती
Q2767834	मदनलाल
Q3503829	सुंदर पिचई
Q3519797	कन्नदासन
Q3522686	भारतीय मानक ब्यूरो
Q3527789	अंबर रॉय
Q3536082	अॅलेबटोंग जिल्हा
Q3632682	अभियांत्रिकी महाविद्यालय
Q4661508	चेल्याबिन्स्क उल्का
Q4811588	विमानतळ हब
Q4885200	विंडोज फोन
Q4913680	बिमल जालान
Q6480418	ललितांबिका अंतर्जनम्
Q6498826	हुतात्मा
Q6500960	पृथ्वीचे चुंबकीय क्षेत्र
Q6558075	लिसा हेडन
Q7212330	smoking effects
Q7237579	प्रफुल्लचंद्र घोष
Q7928014	व्हिडिओकॉन
Q15303664	मदन बॉब
Q16214589	रेशम टिपणीस
Q504802	तिठा
