Q31	Бельгия
Q326668	Операция «Несокрушимая свобода»
Q326835	Call Me Maybe
Q327125	Симон Квамм
Q328515	Левингер, Моше
Q328623	Музей Porsche
Q328712	Фасции
Q328765	Таха Хусейн
Q329060	Эль-Джифара
Q330362	Английская республика
Q332393	Прескотт, Джон
Q332405	Криппс, Стаффорд
Q333004	Бакен, Джон, 1-й барон Твидсмур
Q333182	Маклеод, Иан Норман
Q333220	Брум, Генри
Q333251	Питер Бенчли
Q333927	Тёрстон, Уильям Пол
Q334577	Кесальтенанго
Q334818	Кази Назрул Ислам
Q335430	Абу Суфьян ибн Харб
Q335827	Генеральный директорат внешней безопасности
Q336036	Айзекс, Руфус, 1-й маркиз Рединг
Q336229	Трамбулл
Q336620	Ван Шу
Q337437	Пим, Джон
Q338595	Пойет, Густаво
Q338824	Маковец, Имре
Q338869	винилхлорид
Q338957	Эдди Ланг
Q339358	Энцо Каннавале
Q339616	четвертная нота
Q340166	Телевидение в Чехословакии
Q340261	Варци, Акилле
Q342803	Портсмут
Q344063	Ситковецкий, Дмитрий Юлианович
Q344184	Джованни Джудетти
Q344798	Acura RL
Q344813	Honda Vigor, 1989
Q345217	Фульчи, Лючио
Q345446	Лекуона, Эрнесто
Q347010	Присциллиан
Q349507	Дзено, Апостоло
Q350008	Шон Бергин
Q350502	Фейндуно, Паскаль
Q350698	Ван Импе, Люсьен
Q351461	адамантан
Q352431	Адаптация
Q352935	Фарина, Деннис
Q353873	Франсис Жамм
Q354026	Джамил Нассер
Q354519	Чарли Паттон
Q356290	Карр, Аллен
Q356929	Грей Дэвис
Q357502	Руа, Патрик
Q360044	Adobe Audition
Q360355	Adobe PageMaker
Q361386	Франкленд, Эдуард
Q361792	Нидерландский архитектурный институт
Q364083	Луи Журдан
Q364184	Шрейер, Адольф
Q364315	Жак Аттали
Q364498	Давид д'Анже
Q367330	Ибн-Хаукаль
Q367557	Стаунинг, Торвальд
Q367973	Арман
Q368232	Георгий Аспарухов
Q369100	Стиклестад
Q369960	Evangelium Vitae
Q370787	Лебедев, Александр Евгеньевич
Q371795	Шайи, Рикардо
Q372026	Тихонов, Андрей Николаевич
Q373065	прикладная физика
Q373770	Симон Майр
Q374451	Boeing Helicopters
Q376745	Рыцарь навсегда
Q377164	скоба
Q377985	Баркрофт, Джозеф
Q378603	Анджело Баньяско
Q379138	Ирис
Q381069	Кнуд, принц Датский
Q381078	авиакомпания Аэр Аранн Айлэндс
Q381296	Фаиз Ахмад Фаиз
Q381794	Герт Стегманс
Q381912	Aeternus
Q382919	Кампус Салис, Мануэл Феррас ди
Q382984	тетраоксид диазота
Q383260	Вакцина для профилактики гриппа
Q383689	Нортуэст
Q384104	Катенин
Q384998	13 роз
Q385437	Доминик Стросс-Кан
Q386256	Дональд Уильям Вюрл
Q386459	Тиралонго, Паоло
Q386551	Итар, Жан Марк Гаспар
Q388906	хардкор-техно
Q389249	Евгенд
Q389458	Aftonbladet
Q389971	Под солнцем Сатаны
Q391490	Таоуил, Мехди
Q394423	Эрланг, Агнер Краруп
Q395327	Agonoize
Q403740	Халиль, Мустафа
Q407258	сульфат кальция
Q408050	диметиловый эфир
Q408880	оксид калия
Q409028	дихлорид серы
Q409259	Морейра, Аирто
Q409630	карбонат меди
Q411046	Мертиолят
Q411126	иодат натрия
Q411436	сульфид свинца(II)
Q411853	фосфид алюминия
Q413426	тиазол
Q413747	Акаа
Q414430	диметилцинк
Q414537	тетракарбонилникель
Q415294	Akai
Q415688	3,4,5-триметоксиамфетамин
Q415877	дигидрофосфат натрия
Q416248	N-Оксид N-метилморфолина
Q416416	оксид молибдена(VI)
Q416481	NOD2
Q417642	Триоксид диводорода
Q418082	гидантоин
Q418235	лактат натрия
Q419028	хенодезоксихолевая кислота
Q419205	Свинцовый сурик
Q420066	Стеарат натрия
Q420384	System 7
Q420767	Apple A4
Q420927	белковый комплекс
Q421581	Акшай Кханна
Q421787	оксид меди(II)
Q421857	сульфат алюминия
Q421948	органические кислоты
Q422004	Nissan Bluebird Sylphy
Q422007	Aktiebolag
Q422426	фторид калия
Q422698	боразол
Q422835	Тронадор
Q422837	ацетат свинца(II)
Q423318	Стеарат кальция
Q425772	Ministry
Q427424	Gewehr 1888
Q428570	Харга
Q428638	Джузеппе Босси
Q428732	Фокея
Q429401	Канэда, Масаити
Q430765	Кайуа, Роже
Q431705	Перри, Лила Кэбот
Q432219	Вера Васильевна Горностаева
Q432938	Рейнальдо Ан
Q433505	AltaVista
Q433942	Лидия Корнеевна Чуковская
Q434328	Годовский, Леопольд
Q434435	Соха Али Хан
Q434512	Кристал Гейл
Q434601	Шмидт, Франц
Q434972	Монтё, Пьер
Q435088	Мари Глори
Q435584	Самуил Яковлевич Маршак
Q438131	Фокс, Чарльз Джеймс
Q438601	Идрис ибн Абдаллах
Q438717	Херден, Элрио ван
Q438837	Фрай, Уильям Генри
Q439282	Фальке, Яго
Q440070	Ларк Вурхис
Q440472	Кобаяси, Сатико
Q441537	Фрэнсис Райт
Q442459	Битва за Рим
Q443721	Бонни Пойнтер
Q444002	Франц Гуннар Бенгтссон
Q446090	Жан-Жак Повер
Q447730	Ланфранко, Джованни
Q448644	Гарольд Арлен
Q449639	Алва
Q450602	Гила Альмагор
Q451489	Бари, Антуан-Луи
Q453406	Стэнли Кларк
Q453438	Ольсен, Йеспер
Q455424	Байрам-хан
Q455430	Каннингем, Александр
Q457089	Флеро, Одри
Q459676	Шазель, Мари-Анн
Q461011	Луи Джордан
Q462364	Кан, Гюстав
Q462634	Веркор
Q463345	Американ Эйрлайнс-центр
Q463478	Алетта Якобс
Q463923	Археоастрономия
Q464990	Ридли, Ивонн
Q465014	прыжки на батуте
Q465071	Варшавский аэропорт имени Фредерика Шопена
Q465501	каскадёр
Q466047	Наль, Иоганн Август
Q466320	Мира Наир
Q466518	Пелес, Керен
Q467219	Мидзуно, Коки
Q467454	Rich Text Format
Q467644	Миллер, Алексей Борисович
Q467649	Boeing B-47 Stratojet
Q467754	Пако Рабан
Q468563	Нова-Фрибургу
Q468579	Ван Азиза Ван Исмаил
Q470052	Иосиф Чэнь Жицзюнь
Q470169	Осип Самойлович Бернштейн
Q470371	Алексей Феофилактович Писемский
Q470457	Минц, Шломо
Q470739	Динора (опера)
Q470779	Фукасаку, Киндзи
Q470841	Хань Хань
Q470931	Деххода, Али Акбар
Q471218	Каллипп
Q472895	Александр О'Нил
Q472989	Бернхард, Люсьен
Q473201	Turbo Pascal
Q473245	Белорусская федерация футбола
Q473248	Кипрская федерация футбола
Q476590	музыкальная психология
Q476646	Открытый чемпионат Австралии по теннису 2010
Q476757	Демократическая Республика Афганистан
Q476915	Mac OS X 10.7
Q476979	Худшая неделя моей жизни
Q478456	Амстердам
Q482635	Расстрел в Кентском университете
Q483042	Искандер
Q483132	Windows 98
Q483577	Ривалдо
Q483810	The Cranberries
Q483916	Уартон
Q484779	Люк Бессон
Q485646	Сайото
Q486081	Баррен
Q486199	To Anyone
Q486986	Большой Кавказ
Q487401	Марыйский велаят
Q487760	Кудрявицкий, Анатолий Исаевич
Q488192	MacBook Air
Q488298	Samsung Kies
Q488415	пространственные отношения в анатомической терминологии
Q488510	WeMade Entertainment
Q489235	У каждого есть секреты
Q489328	молекулярная физика
Q490369	Джентри
Q491400	Джорджи Олд
Q492089	Меняющие реальность
Q492975	Галина Васильевна Старовойтова
Q493136	Билял ибн Рабах
Q493228	Ферри
Q493468	Андреа Бьянки
Q494287	Иммануил Валлерстайн
Q494690	Карсон
Q494711	Ланкастер
Q495547	Минделу
Q495552	Герусия
Q495667	Хэнсон
Q495862	Мак-Клейн
Q495919	Blue Exorcist
Q496548	Ассоциация футбола Аргентины
Q499404	коммуна Арвидсъяур
Q501349	Porsche Panamera
Q501442	Уддевалла
Q501613	BMW 5
Q502587	Сэйлем
Q503324	Кассиди, Эдуард Идрис
Q503343	Мир Дикого Запада
Q503355	Игорь Борисович Маркевич
Q503862	Наантали
Q503886	Стерлинг Моррисон
Q504029	Кард, Эндрю
Q504385	Бартоломью
Q504518	Кутберт Линдисфарнский
Q504828	Жан-Мари Вийо
Q505018	Лунд
Q505064	Труса
Q505433	Вальдсхут-Тинген
Q505474	Жан-Луи Ру
Q505666	Мило Манара
Q505806	Петрасси, Гоффредо
Q505819	Эрцог, Морис
Q505827	Лэнг, Эндрю
Q505922	Electrolux
Q506919	Риккен, Ларс
Q507078	Уошито
Q508029	Ликок, Стивен Батлер
Q509290	Лаура Адани
Q509374	Куадрадо, Хуан
Q509404	Alcatel-Lucent
Q509816	Министерство юстиции Франции
Q509900	Сантьяго Сегура
Q510692	Анри Диаман-Берже
Q511502	Илия II
Q512415	Macross Frontier
Q512915	Литовская футбольная федерация
Q514024	Патрик
Q515022	Тис (река, Великобритания)
Q516375	Ален де Бенуа
Q517670	Эмба (река)
Q517764	Роб Пайк
Q519875	Четырёхстороннее соглашение по Западному Берлину
Q521184	Комастри, Анджело
Q521817	Непомнящий, Ян Александрович
Q525486	Макао
Q525861	Кейзер, Хендрик де
Q525947	Plymouth Valiant
Q526778	Муг, Энди
Q526901	трёхмерное многообразие
Q527402	Эллен Дубин
Q527936	Сорабджи, Кайхосру
Q528294	IBM WebSphere MQ
Q528421	Нелли Каплан
Q529233	Арендс, Анжела
Q529696	Хортон Фут
Q530522	Дороти Томпсон
Q530747	Сьюзи Вернон
Q530750	Берлинская школа электронной музыки
Q531657	Приска, Доппманн
Q531690	Audi TT
Q531759	Питер Мейл
Q533781	Дипло
Q534932	тоника
Q535127	Пьер Жоливе
Q537224	Шарль Элу
Q538322	Лэбоун, Брайан
Q541435	Пуэрто-Мальдонадо
Q541922	Примроуз, Уильям
Q542544	Ангорская коза
Q543259	Террористический акт в Лахоре (2009)
