sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Bernhard Dorn:2 is a member of Russian Academy of Sciences . [SEP],Russian Academy of Sciences,Russian Academy of Sciences,1,Russian Academy of Sciences,1,-1.71854
[CLS] Roger Taylor is a member of Duran Duran . [SEP],Duran Duran,Duran Duran,1,Duran Duran,1,-0.00078
[CLS] William Cronon:3 is a member of American Historical Association . [SEP],American Historical Association,American Historical Association,1,American Historical Association,1,-4.29244
[CLS] James Edwin Creighton:3 is a member of American Philosophical Association . [SEP],American Philosophical Association,American Philosophical Association,1,American Philosophical Association,1,-5.19182
[CLS] Ian McKeever:5 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.04704
[CLS] Frederic G . Kenyon:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-6.07553
[CLS] Francis Bourgeois:2 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-2.15440
[CLS] Duncan Campbell is a member of UB40:2 . [SEP],UB40:2,UB40:2,1,UB40:2,1,-5.11848
[CLS] William Kunstler:2 is a member of American Civil Liberties:2 Union . [SEP],American Civil Liberties:2 Union,American Civil Liberties:2 Union,1,American Civil Liberties:2 Union,1,-2.27270
[CLS] T . S . R . Boase:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.38491
[CLS] Diran:2 Adebayo:3 is a member of Royal Society of Literature . [SEP],Royal Society of Literature,Royal Society of Literature,1,Royal Society of Literature,1,-3.38269
[CLS] Walle:2 Nauta:2 is a member of National Academy of Sciences . [SEP],National Academy of Sciences,National Academy of Sciences,1,National Academy of Sciences,1,-0.95698
[CLS] Germany is a member of European Southern Observatory . [SEP],European Southern Observatory,European Southern Observatory,1,European Southern Observatory,1,-5.20688
[CLS] William James Erasmus Wilson is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.67405
[CLS] David Charlton is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.55235
[CLS] Rosa Beddington:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.90471
[CLS] Heinz Kähler:2 is a member of German Archaeological Institute . [SEP],German Archaeological Institute,German Archaeological Institute,1,German Archaeological Institute,1,-4.35882
[CLS] John Anderson is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.04895
[CLS] Carl de Vogt is a member of Sturmabteilung:2 . [SEP],Sturmabteilung:2,Sturmabteilung:2,1,Sturmabteilung:2,1,-2.11606
[CLS] Thomas MacFarland:4 Cherry is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.63490
[CLS] Colin Marston:2 is a member of Behold:2 . . . The Arctopus:3 . [SEP],Behold:2 . . . The Arctopus:3,Behold:2 . . . The Arctopus:3,1,Behold:2 . . . The Arctopus:3,1,-3.56100
[CLS] Oofy:3 Prosser:2 is a member of Drones:2 Club . [SEP],Drones:2 Club,Drones:2 Club,1,Drones:2 Club,1,-3.66527
[CLS] Martti:2 Koskenniemi:4 is a member of Institut de Droit:2 International . [SEP],Institut de Droit:2 International,Institut de Droit:2 International,1,Institut de Droit:2 International,1,-2.03978
[CLS] Henry Crozier:3 Keating:2 Plummer:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.52940
[CLS] Greg Marinovich:2 is a member of Bang - Bang Club . [SEP],Bang - Bang Club,Bang - Bang Club,1,Bang - Bang Club,1,-1.94841
[CLS] Rex Richards is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.31970
[CLS] Henry Francis Hays:2 is a member of Ku Klux:2 Klan . [SEP],Ku Klux:2 Klan,Ku Klux:2 Klan,1,Ku Klux:2 Klan,1,-0.14033
[CLS] Wang Shimin:2 is a member of Four Wangs:2 . [SEP],Four Wangs:2,Four Wangs:2,1,Four Wangs:2,1,-6.01998
[CLS] Shallet:2 Turner is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.86817
[CLS] Jon Bon Jovi is a member of Bon Jovi . [SEP],Bon Jovi,Bon Jovi,1,Bon Jovi,1,-0.00907
[CLS] George Albert Boulenger is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.23997
[CLS] Carol V . Robinson is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.15444
[CLS] Victor Efimovich:3 Khain:2 is a member of Russian Academy of Sciences . [SEP],Russian Academy of Sciences,Russian Academy of Sciences,1,Russian Academy of Sciences,1,-0.83681
[CLS] People ' s Republic of China is a member of Caribbean Development Bank . [SEP],Caribbean Development Bank,Caribbean Development Bank,1,Caribbean Development Bank,1,-6.70869
[CLS] William Christie is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.80766
[CLS] Tommy Sowers:2 is a member of Special Forces . [SEP],Special Forces,Special Forces,1,Special Forces,1,-2.12560
[CLS] Kazakhstan is a member of Organization for Security and Co - operation in Europe . [SEP],Organization for Security and Co - operation in Europe,Organization for Security and Co - operation in Europe,1,Organization for Security and Co - operation in Europe,1,-1.46690
[CLS] Bruce William Stillman:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.11619
[CLS] Eli Kirk Price is a member of American Philosophical Society . [SEP],American Philosophical Society,American Philosophical Society,1,American Philosophical Society,1,-1.01200
[CLS] Jane Longstaff:3 is a member of Linnean Society of London . [SEP],Linnean Society of London,Linnean Society of London,1,Linnean Society of London,1,-1.20822
[CLS] Pius Font i Quer:2 is a member of Institut d ' Estudis Catalans:2 . [SEP],Institut d ' Estudis Catalans:2,Institut d ' Estudis Catalans:2,1,Institut d ' Estudis Catalans:2,1,-0.01483
[CLS] Meghnad:3 Saha:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.75889
[CLS] Helmut Koenigsberger:4 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-6.03689
"[CLS] Henry Cavendish , 2nd Duke of Newcastle is a member of Cavalier:2 Parliament . [SEP]",Cavalier:2 Parliament,Cavalier:2 Parliament,1,Cavalier:2 Parliament,1,-2.14846
[CLS] James Hartley Ashworth:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.63300
[CLS] Grenada:2 is a member of Commonwealth of Nations . [SEP],Commonwealth of Nations,Commonwealth of Nations,1,Commonwealth of Nations,1,-0.51095
[CLS] Saint Lucia is a member of United Nations . [SEP],United Nations,United Nations,1,United Nations,1,-1.33605
[CLS] Alec Empire is a member of Atari Teenage Riot . [SEP],Atari Teenage Riot,Atari Teenage Riot,1,Atari Teenage Riot,1,-3.27846
[CLS] Robert Gordon Latham:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-0.73576
[CLS] Robert James Miller is a member of Special Forces . [SEP],Special Forces,Special Forces,1,Special Forces,1,-1.82067
[CLS] Phyllis Deane:2 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.65100
[CLS] Philip Larkin:2 is a member of Royal Society of Literature . [SEP],Royal Society of Literature,Royal Society of Literature,1,Royal Society of Literature,1,-2.28595
[CLS] Mikael Åkerfeldt:3 is a member of Opeth:2 . [SEP],Opeth:2,Opeth:2,1,Opeth:2,1,-3.64749
[CLS] Stephan Chase is a member of Royal Shakespeare Company . [SEP],Royal Shakespeare Company,Royal Shakespeare Company,1,Royal Shakespeare Company,1,-1.95150
[CLS] Martin Axenrot:3 is a member of Opeth:2 . [SEP],Opeth:2,Opeth:2,1,Opeth:2,1,-4.27672
[CLS] Ford North is a member of Inner Temple . [SEP],Inner Temple,Inner Temple,1,Inner Temple,1,-5.55335
[CLS] Carl Bildt:2 is a member of Swedish Academy . [SEP],Swedish Academy,Swedish Academy,1,Swedish Academy,1,-4.64617
[CLS] Thomas Hebblethwaite:5 is a member of Cavalier:2 Parliament . [SEP],Cavalier:2 Parliament,Cavalier:2 Parliament,1,Cavalier:2 Parliament,1,-2.92100
[CLS] Francis Robert Japp:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.39432
[CLS] Henrik Reuterdahl:2 is a member of Swedish Academy . [SEP],Swedish Academy,Swedish Academy,1,Swedish Academy,1,-4.01680
[CLS] Alan Head is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.37132
[CLS] Rufane:2 Shaw Donkin:2 is a member of Royal Geographical Society . [SEP],Royal Geographical Society,Royal Geographical Society,1,Royal Geographical Society,1,-1.74567
[CLS] Bruce Shriver:2 is a member of Institute of Electrical and Electronics Engineers . [SEP],Institute of Electrical and Electronics Engineers,Institute of Electrical and Electronics Engineers,1,Institute of Electrical and Electronics Engineers,1,-0.94854
[CLS] Geo Poggenbeek:3 is a member of Hague School . [SEP],Hague School,Hague School,1,Hague School,1,-7.70514
[CLS] Herman Johannes van der Weele:2 is a member of Hague School . [SEP],Hague School,Hague School,1,Hague School,1,-6.68602
"[CLS] John Cameron , Lord Cameron is a member of British Academy . [SEP]",British Academy,British Academy,1,British Academy,1,-5.79525
[CLS] Randy Piper is a member of W . A . S . P . . [SEP],W . A . S . P .,W . A . S . P .,1,W . A . S . P .,1,-1.23028
[CLS] Hugh Whistler:3 is a member of Zoological Society of London . [SEP],Zoological Society of London,Zoological Society of London,1,Zoological Society of London,1,-1.57150
[CLS] Raphael Meldola:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.00556
[CLS] Wojciech Roszkowski:3 is a member of Collegium Invisibile:3 . [SEP],Collegium Invisibile:3,Collegium Invisibile:3,1,Collegium Invisibile:3,1,-3.26687
[CLS] Dale Crover:3 is a member of Melvins:2 . [SEP],Melvins:2,Melvins:2,1,Melvins:2,1,-5.43719
"[CLS] Sir Edward Bishopp:2 , 2nd Baronet is a member of Inner Temple . [SEP]",Inner Temple,Inner Temple,1,Inner Temple,1,-2.96897
[CLS] William Browne is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.43950
[CLS] Alfred Robb is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.39535
[CLS] Charles Lyell:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-0.56038
[CLS] Walter Hayman:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.15719
[CLS] Sir George Buchanan is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.57035
[CLS] Layzie:2 Bone is a member of Bone Thugs:2 - n - Harmony . [SEP],Bone Thugs:2 - n - Harmony,Bone Thugs:2 - n - Harmony,1,Bone Thugs:2 - n - Harmony,1,-1.69855
[CLS] Nils von Rosenstein:2 is a member of Swedish Academy . [SEP],Swedish Academy,Swedish Academy,1,Swedish Academy,1,-4.34355
[CLS] John Jamieson:2 is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.03470
[CLS] Christien:2 Rioux:2 is a member of Cult of the Dead Cow:2 . [SEP],Cult of the Dead Cow:2,Cult of the Dead Cow:2,1,Cult of the Dead Cow:2,1,-2.76306
[CLS] Norwegian Skating:3 Association is a member of Norwegian Olympic and Paralympic:4 Committee and Confederation of Sports . [SEP],Norwegian Olympic and Paralympic:4 Committee and Confederation of Sports,Norwegian Olympic and Paralympic:4 Committee and Confederation of Sports,1,Norwegian Olympic and Paralympic:4 Committee and Confederation of Sports,1,-1.23338
[CLS] William Compston:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.71072
[CLS] Brian Keenan:2 is a member of Provisional Irish Republican Army . [SEP],Provisional Irish Republican Army,Provisional Irish Republican Army,1,Provisional Irish Republican Army,1,-4.49534
[CLS] Ursula Hamenstädt:4 is a member of German Academy of Sciences Leopoldina:2 . [SEP],German Academy of Sciences Leopoldina:2,German Academy of Sciences Leopoldina:2,1,German Academy of Sciences Leopoldina:2,1,-1.26723
[CLS] Joseph Darnand:3 is a member of Milice:2 . [SEP],Milice:2,Milice:2,1,Milice:2,1,-4.68539
[CLS] Luc Etienne Périn:3 is a member of Oulipo:3 . [SEP],Oulipo:3,Oulipo:3,1,Oulipo:3,1,-6.14068
[CLS] John Larsson is a member of The Salvation:2 Army . [SEP],The Salvation:2 Army,The Salvation:2 Army,1,The Salvation:2 Army,1,-1.40449
[CLS] Jeremy Davis is a member of Paramore:2 . [SEP],Paramore:2,Paramore:2,1,Paramore:2,1,-3.61694
[CLS] Joseph Chatt:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.27975
[CLS] Sean Reinert:2 is a member of Æon:2 Spoke:2 . [SEP],Æon:2 Spoke:2,Æon:2 Spoke:2,1,Æon:2 Spoke:2,1,-4.73741
[CLS] John Vaughan is a member of American Philosophical Society . [SEP],American Philosophical Society,American Philosophical Society,1,American Philosophical Society,1,-2.69404
[CLS] Jesse Ramsden:2 is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.56285
[CLS] Georgetown University is a member of Big East Conference . [SEP],Big East Conference,Big East Conference,1,Big East Conference,1,-3.41775
[CLS] Falconer:2 Madan:2 is a member of Bibliographical:5 Society . [SEP],Bibliographical:5 Society,Bibliographical:5 Society,1,Bibliographical:5 Society,1,-0.37419
[CLS] Libya is a member of Organisation of Islamic Cooperation . [SEP],Organisation of Islamic Cooperation,Organisation of Islamic Cooperation,1,Organisation of Islamic Cooperation,1,-3.00886
[CLS] France Bleu Toulouse is a member of France Bleu . [SEP],France Bleu,France Bleu,1,France Bleu,1,-0.02129
[CLS] Robert Anthony Ainsworth:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.39629
[CLS] Ralph Raphael is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.18174
[CLS] Cargill:3 Gilston:2 Knott:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.11936
[CLS] Northstar:2 is a member of Alpha Flight . [SEP],Alpha Flight,Alpha Flight,1,Alpha Flight,1,-5.62933
[CLS] János Teleszky:3 is a member of Hungarian Academy of Sciences . [SEP],Hungarian Academy of Sciences,Hungarian Academy of Sciences,1,Hungarian Academy of Sciences,1,-0.76952
[CLS] Darth:2 Bane:2 is a member of Sith:2 . [SEP],Sith:2,Sith:2,1,Sith:2,1,-2.29896
"[CLS] Hector Laing:2 , Baron Laing:2 of Dunphail:4 is a member of Royal Society of Edinburgh . [SEP]",Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-0.92277
[CLS] Brian Dobson:2 is a member of Society of Antiquaries:3 of London . [SEP],Society of Antiquaries:3 of London,Society of Antiquaries:3 of London,1,Society of Antiquaries:3 of London,1,-0.49219
[CLS] Sascha:3 Gerstner:2 is a member of Freedom Call . [SEP],Freedom Call,Freedom Call,1,Freedom Call,1,-7.59343
[CLS] Piaras:2 Béaslaí:4 is a member of Irish Republican Brotherhood . [SEP],Irish Republican Brotherhood,Irish Republican Brotherhood,1,Irish Republican Brotherhood,1,-7.80090
[CLS] John Glanville:3 is a member of Short Parliament . [SEP],Short Parliament,Short Parliament,1,Short Parliament,1,-7.62169
[CLS] Northrop:2 Frye:2 is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.88673
[CLS] Hongkong Post is a member of Universal Postal Union . [SEP],Universal Postal Union,Universal Postal Union,1,Universal Postal Union,1,-4.47223
[CLS] Gabriel Auguste Daubrée:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.48392
[CLS] Bill Mumy:2 is a member of Barnes & Barnes . [SEP],Barnes & Barnes,Barnes & Barnes,1,Barnes & Barnes,1,-1.20461
[CLS] Dave Williams is a member of Drowning:3 Pool . [SEP],Drowning:3 Pool,Drowning:3 Pool,1,Drowning:3 Pool,1,-0.59707
[CLS] Keith Glover is a member of Institute of Electrical and Electronics Engineers . [SEP],Institute of Electrical and Electronics Engineers,Institute of Electrical and Electronics Engineers,1,Institute of Electrical and Electronics Engineers,1,-1.07012
[CLS] Mark L . Schneider is a member of Peace Corps . [SEP],Peace Corps,Peace Corps,1,Peace Corps,1,-4.59398
[CLS] Alex Turner is a member of The Last Shadow Puppets:4 . [SEP],The Last Shadow Puppets:4,The Last Shadow Puppets:4,1,The Last Shadow Puppets:4,1,-2.50526
[CLS] Robert Stephenson is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-0.72903
[CLS] Slovenská:3 televízia:3 is a member of European Broadcasting Union . [SEP],European Broadcasting Union,European Broadcasting Union,1,European Broadcasting Union,1,-2.08896
[CLS] Frank Whittle:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.26870
[CLS] Hermann Baranowski:2 is a member of Schutzstaffel:3 . [SEP],Schutzstaffel:3,Schutzstaffel:3,1,Schutzstaffel:3,1,-0.31603
[CLS] William St Clair is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.32775
[CLS] Alexander Dynkin:2 is a member of Russian Academy of Sciences . [SEP],Russian Academy of Sciences,Russian Academy of Sciences,1,Russian Academy of Sciences,1,-1.55212
[CLS] Inspectah:3 Deck:2 is a member of Wu - Tang Clan . [SEP],Wu - Tang Clan,Wu - Tang Clan,1,Wu - Tang Clan,1,-1.42778
[CLS] Hugh Anthony Clegg:2 is a member of Royal College of Physicians:3 . [SEP],Royal College of Physicians:3,Royal College of Physicians:3,1,Royal College of Physicians:3,1,-0.54301
[CLS] Spring Hill College is a member of Association of Jesuit:2 Colleges and Universities . [SEP],Association of Jesuit:2 Colleges and Universities,Association of Jesuit:2 Colleges and Universities,1,Association of Jesuit:2 Colleges and Universities,1,-1.60817
[CLS] Cosmas:2 Zachos:2 is a member of American Physical Society . [SEP],American Physical Society,American Physical Society,1,American Physical Society,1,-2.11020
[CLS] Henry Minchin:2 Noad:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.27120
[CLS] William Lambton:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.41133
[CLS] Johan Krouthén:4 is a member of Skagen:3 Painters:2 . [SEP],Skagen:3 Painters:2,Skagen:3 Painters:2,1,Skagen:3 Painters:2,1,-2.98415
[CLS] David Jack is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-1.48539
[CLS] Manuel Uribe:2 y Troncoso:4 is a member of Colegio Nacional . [SEP],Colegio Nacional,Colegio Nacional,1,Colegio Nacional,1,-5.32639
[CLS] Henry Walter Bates is a member of Geological Society of London . [SEP],Geological Society of London,Geological Society of London,1,Geological Society of London,1,-1.65330
"[CLS] John Jacob , 1st Baronet of Bromley:3 is a member of Short Parliament . [SEP]",Short Parliament,Short Parliament,1,Short Parliament,1,-5.78832
[CLS] Tracey:2 Thorn is a member of Everything but the Girl . [SEP],Everything but the Girl,Everything but the Girl,1,Everything but the Girl,1,-2.66325
[CLS] Guillaume Bigourdan:3 is a member of French Academy of Sciences . [SEP],French Academy of Sciences,French Academy of Sciences,1,French Academy of Sciences,1,-1.48021
[CLS] Seán:2 Keane is a member of The Chieftains:2 . [SEP],The Chieftains:2,The Chieftains:2,1,The Chieftains:2,1,-1.01858
[CLS] Kariamanickam:4 Srinivasa:4 Krishnan:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.67332
[CLS] Tanya:2 Monro:2 is a member of Australian Academy of Technological:2 Sciences and Engineering . [SEP],Australian Academy of Technological:2 Sciences and Engineering,Australian Academy of Technological:2 Sciences and Engineering,1,Australian Academy of Technological:2 Sciences and Engineering,1,-1.67084
[CLS] David Kemp is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.00850
[CLS] Andrew Clench:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.32915
[CLS] University of Warwick is a member of Russell Group . [SEP],Russell Group,Russell Group,1,Russell Group,1,-5.88924
[CLS] Struther:3 Arnott:2 is a member of Royal Society of Edinburgh . [SEP],Royal Society of Edinburgh,Royal Society of Edinburgh,1,Royal Society of Edinburgh,1,-0.87285
[CLS] Robert Walker is a member of Cavalier:2 Parliament . [SEP],Cavalier:2 Parliament,Cavalier:2 Parliament,1,Cavalier:2 Parliament,1,-3.77207
[CLS] Blackie:2 Lawless:2 is a member of W . A . S . P . . [SEP],W . A . S . P .,W . A . S . P .,1,W . A . S . P .,1,-1.26858
[CLS] William Alfred is a member of Modern Language Association . [SEP],Modern Language Association,Modern Language Association,1,Modern Language Association,1,-3.35384
[CLS] Arthur Roy Clapham:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.65299
[CLS] John Cadogan:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.03441
[CLS] Chris Stringer:2 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.95276
[CLS] George V . Eleftheriades:5 is a member of Institute of Electrical and Electronics Engineers . [SEP],Institute of Electrical and Electronics Engineers,Institute of Electrical and Electronics Engineers,1,Institute of Electrical and Electronics Engineers,1,-0.50238
[CLS] James Dunlop is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-0.66473
[CLS] Aaron Hotchner:2 is a member of Behavioral:2 Analysis Unit . [SEP],Behavioral:2 Analysis Unit,Behavioral:2 Analysis Unit,1,Behavioral:2 Analysis Unit,1,-3.13096
[CLS] William Blizard:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.04558
[CLS] Robert B . Salter:2 is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.81243
[CLS] G . E . R . Lloyd is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.83943
[CLS] Émile Duclaux:3 is a member of French Academy of Sciences . [SEP],French Academy of Sciences,French Academy of Sciences,1,French Academy of Sciences,1,-1.40670
[CLS] Savoyan:2 League is a member of European Free Alliance . [SEP],European Free Alliance,European Free Alliance,1,European Free Alliance,1,-6.70040
[CLS] George MacKinnon:3 Wrong is a member of Royal Society of Canada . [SEP],Royal Society of Canada,Royal Society of Canada,1,Royal Society of Canada,1,-2.42480
[CLS] William Davenly:3 is a member of Inner Temple . [SEP],Inner Temple,Inner Temple,1,Inner Temple,1,-3.43005
[CLS] Edward Coke:2 is a member of Inner Temple . [SEP],Inner Temple,Inner Temple,1,Inner Temple,1,-3.43943
[CLS] Abin:2 Sur is a member of Green Lantern:2 Corps . [SEP],Green Lantern:2 Corps,Green Lantern:2 Corps,1,Green Lantern:2 Corps,1,-2.34965
[CLS] Finland is a member of European Union . [SEP],European Union,European Union,1,European Union,1,-1.02327
[CLS] Arthur Wallace Pickard:2 - Cambridge is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-4.42018
[CLS] Tony Wasserman:2 is a member of Institute of Electrical and Electronics Engineers . [SEP],Institute of Electrical and Electronics Engineers,Institute of Electrical and Electronics Engineers,1,Institute of Electrical and Electronics Engineers,1,-0.81325
[CLS] Simon Elwes:2 is a member of Royal Academy of Arts . [SEP],Royal Academy of Arts,Royal Academy of Arts,1,Royal Academy of Arts,1,-1.95063
[CLS] Adrian Wyatt is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.37684
[CLS] Mark Child is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-4.00781
[CLS] Frank Rose is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-3.47303
[CLS] Louis Etienne François Héricart:3 de Thury:2 is a member of French Academy of Sciences . [SEP],French Academy of Sciences,French Academy of Sciences,1,French Academy of Sciences,1,-1.80954
[CLS] Abbas is a member of Magnum Photos . [SEP],Magnum Photos,Magnum Photos,1,Magnum Photos,1,-6.03979
[CLS] William Ball is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.52814
[CLS] Kazakhstan is a member of United Nations . [SEP],United Nations,United Nations,1,United Nations,1,-1.40778
[CLS] Turkey is a member of Organisation for Economic Co - operation and Development . [SEP],Organisation for Economic Co - operation and Development,Organisation for Economic Co - operation and Development,1,Organisation for Economic Co - operation and Development,1,-1.07574
[CLS] Christian Kramp:2 is a member of French Academy of Sciences . [SEP],French Academy of Sciences,French Academy of Sciences,1,French Academy of Sciences,1,-2.45318
[CLS] Jeremiah:3 Dixon is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.64184
[CLS] Greensboro:3 Science Center is a member of Association of Zoos:2 and Aquariums:3 . [SEP],Association of Zoos:2 and Aquariums:3,Association of Zoos:2 and Aquariums:3,1,Association of Zoos:2 and Aquariums:3,1,-1.47572
[CLS] Warren Cuccurullo:4 is a member of Frank Zappa . [SEP],Frank Zappa,Frank Zappa,1,Frank Zappa,1,-2.20590
[CLS] Mary Tregear:3 is a member of British Academy . [SEP],British Academy,British Academy,1,British Academy,1,-5.03290
[CLS] Zooey:2 Deschanel:3 is a member of She & Him . [SEP],She & Him,She & Him,1,She & Him,1,-4.74692
[CLS] Mikael Stanne:2 is a member of Dark Tranquillity:5 . [SEP],Dark Tranquillity:5,Dark Tranquillity:5,1,Dark Tranquillity:5,1,-0.72478
[CLS] Carl Ritter is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.70566
[CLS] Denmark is a member of Organization for Security and Co - operation in Europe . [SEP],Organization for Security and Co - operation in Europe,Organization for Security and Co - operation in Europe,1,Organization for Security and Co - operation in Europe,1,-1.31479
[CLS] Philip Pullman:3 is a member of Royal Society of Literature . [SEP],Royal Society of Literature,Royal Society of Literature,1,Royal Society of Literature,1,-2.35337
[CLS] Rowland Pugh:2 is a member of Inner Temple . [SEP],Inner Temple,Inner Temple,1,Inner Temple,1,-3.54407
[CLS] William Woolls:2 is a member of Linnean Society of London . [SEP],Linnean Society of London,Linnean Society of London,1,Linnean Society of London,1,-1.06973
[CLS] Gunilla:2 Lindberg is a member of International Olympic Committee . [SEP],International Olympic Committee,International Olympic Committee,1,International Olympic Committee,1,-2.78330
[CLS] Rodney Baxter is a member of Australian Academy of Science . [SEP],Australian Academy of Science,Australian Academy of Science,1,Australian Academy of Science,1,-2.18397
[CLS] Guillaume Le Gentil:2 is a member of French Academy of Sciences . [SEP],French Academy of Sciences,French Academy of Sciences,1,French Academy of Sciences,1,-1.30802
"[CLS] Henry Pierrepont:2 , 1st Marquess:2 of Dorchester:2 is a member of Royal Society . [SEP]",Royal Society,Royal Society,1,Royal Society,1,-1.48163
[CLS] George Coupland:3 is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.32916
[CLS] Sydney Cohen is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-2.77804
[CLS] Munindar:3 P . Singh is a member of Institute of Electrical and Electronics Engineers . [SEP],Institute of Electrical and Electronics Engineers,Institute of Electrical and Electronics Engineers,1,Institute of Electrical and Electronics Engineers,1,-0.79676
[CLS] Frances Arnold is a member of National Academy of Sciences . [SEP],National Academy of Sciences,National Academy of Sciences,1,National Academy of Sciences,1,-1.22145
[CLS] Charles Wyville:3 Thomson is a member of Royal Society . [SEP],Royal Society,Royal Society,1,Royal Society,1,-1.11657
