Q2	पृथ्वी
Q2634	नापोली
Q2643	जॉर्ज हॅरिसन
Q2656	पालेर्मो
Q2677	विल्हेल्म दुसरा, जर्मन सम्राट
Q2678	गोमल
Q2683	पार्मा
Q2684	व्लादिमीर
Q2685	आर्नोल्ड श्वार्झनेगर
Q2702	व्लादिमिर ओब्लास्त
Q2704	पेस्कारा
Q2706	ब्रेमरहाफेन
Q2714	वॉटफर्ड एफ.सी.
Q2736	फुटबॉल
Q2742	म्युन्स्टर
Q2743	संगीत नाटक
Q2746	रायझन
Q2749	आउग्सबुर्ग
Q2751	सियेना
Q2753	रायझन ओब्लास्त
Q2758	म्योन्शनग्लाडबाख
Q2759	उर्बिनो
Q2763	होलोकॉस्ट
Q2765	गेल्सनकर्शन
Q2766	आयफोन
Q2768	तोरिनो एफ.सी.
Q2772	पश्चिम सुमात्रा
Q2773	ब्राउनश्वाइग
Q2790	उदिने
Q2795	केम्निट्झ
Q2796	आयपॅड
Q2801	ब्रायान्स्क
Q2805	क्रेफेल्ड
Q2807	माद्रिद
Q2810	ब्र्यान्स्क ओब्लास्त
Q2811	पाणबुडी
Q2813	कोका-कोला
Q2814	हाले
Q2831	मायकेल जॅक्सन
Q2833	फ्रायबुर्ग
Q2837	कालुगा
Q2840	इंफ्लुएंझा
Q2841	बोगोता
Q2843	ल्युबेक
Q2844	ब्राझिलिया
Q2861	रोस्टोक
Q2865	कासेल
Q2868	लिमा
Q2871	हगेन
Q2879	कॅनडाचे प्रांत व प्रदेश
Q2887	सान्तियागो, चिली
Q2895	बेलारूशियन सोव्हियेत साम्यवादी गणराज्य
Q2899	मुईहेइं अन डर रुहर
Q2900	क्वितो
Q2907	सुक्रे
Q2910	लुडविक्सहाफेन
Q2933	आसुन्सियोन
Q2938	लिव्हरकुसेन
Q2942	सोलिन्गेन
Q2946	व्हर्सायचा राजवाडा
Q2966	हायडेलबर्ग
Q2971	पेडरबर्न
Q2973	डार्मश्टाट
Q2978	रेगन्सबुर्ग
Q3001	पारामारिबो
Q3004	इंगोलश्टाट
Q3012	उल्म
Q3014	वोल्फ्सबुर्ग
Q3033	ग्यॉटिंगन
Q3037	काठमांडू
Q3042	ऑफेंबाच एम माईन
Q3044	शार्लमेन
Q3046	फॉर्झिहॅम
Q3068	लावार-अतलांतिक
Q3070	सान होजे, कोस्टा रिका
Q3083	एन, फ्रान्स
Q3085	रेउलिंजेन
Q3093	अएन
Q3097	रिमेस्कीड
Q3110	सान साल्व्हाडोर
Q3113	आल्ये
Q3114	कॅनबेरा
Q3118	ओरियॉल
Q3125	ऑत-आल्प
Q3126	एर्लानगन
Q3129	ओरियोल ओब्लास्त
Q3130	सिडनी
Q3131	आल्प-दा-ऑत-प्रोव्हाँस
Q3138	ट्रायर
Q3139	आल्प-मरितीम
Q3140	हडसन नदी
Q3141	मेलबर्न
Q3142	लाल
Q3150	जेना
Q3159	कुरस्क	कुर्स्क
Q3167	सिगण
Q3178	कुर्स्क ओब्लास्त
Q3183	पर्थ
Q3185	हिल्डेशाईम
Q3194	ऑब
Q3206	वेस्टर्न ऑस्ट्रेलिया
Q3207	ऑद
Q3216	अॅव्हेरों
Q3224	न्यू साउथ वेल्स
Q3230	पृथ्वीचे वातावरण
Q3235	नॉर्दर्न टेरिटोरी
Q3238	तेगुसिगल्पा
Q3258	ऑस्ट्रेलियन कॅपिटल टेरिटोरी
Q3259	कांतॅल
Q3266	शारांत
Q3274	मानाग्वा
Q3278	शारांत-मरितीम
Q3306	पनामा शहर	पनामा सिटी
Q3323	बेल्गोरोद
Q3329	बेल्गोरोद ओब्लास्त
Q3334	ऑत-कॉर्स
Q3335	जॉर्ज ऑर्वेल
Q3336	कॉर्स-द्यु-सुद
Q3361	दूब
Q3368	एसोन
Q3370	झदर
Q3372	युर
Q3376	ट्रेंटो
Q3377	युर-ए-लुआर
Q3392	नाईल नदी
Q3410	हर्टफर्डशायर
Q3415	आन्कोना
Q3426	वोरोनेझ
Q3437	पेरुजिया
Q3447	वोरोनेझ ओब्लास्त
Q3476	लाक्विला
Q3490	लिपटस्क
Q3497	कांपोबास्सो
Q3503	काँगो नदी
Q3510	लिपेत्स्क ओब्लास्त
Q3519	बारी
Q3540	बांतेन	बांतेन प्रांत
Q3542	नायजर नदी
Q3550	तांबोव ओब्लास्त
Q3551	रबात
Q3557	मध्य जावा	मध्यवर्ती जावा प्रांत
Q3561	अल्जीयर्स
Q3572	ट्युनिस
Q3573	रोस्तोव ओब्लास्त
Q3579	त्रिपोली
Q3586	पूर्व जावा
Q3604	जिबूती
Q3616	तेहरान
Q3624	अदिस अबाबा
Q3630	जकार्ता
Q3640	अंकारा
Q3642	अस्मारा
Q3659	इंजामिना
Q3674	नियामे
Q3680	क्रास्नोदर क्राय
Q3685	कॅलामा
Q3688	नवाकसुत
Q3692	रियाध
Q3703	बमाको
Q3711	बेलग्रेड
Q3718	डकार
Q3724	पश्चिम जावा	पश्चिम जावा प्रांत
Q3726	बंजुल
Q3733	कोनाक्री
Q3734	अदिगेया प्रजासत्ताक
Q3739	बिसाउ
Q3741	योग्यताकाचा विशेष प्रदेश
Q3748	मोन्रोव्हिया
Q3751	प्राईया
Q3752	मेकोप
Q3757	जावा
Q3758	काइझरस्लाउटर्न
Q3761	आक्रा
Q3766	दमास्कस
Q3768	यामूसूक्रो
Q3769	फ्रेंच गयाना
Q3777	वागाडुगू
Q3780	फ्रीटाउन
Q3783	अॅमेझॉन नदी
Q3787	अबुजा
Q3792	लोमे
Q3799	पोर्तो-नोव्हो
Q3802	हनाऊ
Q3805	अम्मान
Q3818	मलाबो
Q3819	वोल्गोग्राद ओब्लास्त
Q3820	बैरूत
Q3825	लिब्रेव्हिल
Q3826	मस्कत
Q3832	बांगुई
Q3838	किन्शासा
Q3844	ब्राझाव्हिल
Q3854	बुजुंबुरा
Q3856	निकोसिया
Q3859	किगाली
Q3861	दोहा
Q3863	लघुग्रह
Q3866	डोडोमा
Q3870	नैरोबी
Q3876	लिलाँग्वे
Q3881	लुसाका
Q3882	मनामा
Q3883	कातान्झारो
Q3884	अॅमेझॉन.कॉम
Q3887	सूर्यग्रहण
Q3889	मापुतो
Q3894	कंपाला
Q3897	लुआंडा
Q3899	पूर्व कालिमांतान
Q3903	उत्तर कालिमांतान
Q3904	अंबाबाने
Q3906	दक्षिण कालिमांतान
Q3908	गालिसिया
Q3909	मासेरू
Q3911	आल्बर्ट दुसरा, बेल्जियम
Q3915	अंतानानारिव्हो
Q3916	पश्चिम कालिमांतान
Q3918	विद्यापीठ
Q3919	गॅबारोनी
Q3921	हरारे
Q3923	बेरुथ
Q3926	प्रिटोरिया
Q3927	आस्त्राखान
Q3929	पोर्ट लुईस
Q3930	टेबल टेनिस
Q3932	साओ टोमे
Q3934	आस्तुरियास
Q3935	विंडहोक
Q3940	व्हिक्टोरिया, सेशेल्स
Q3946	कांताब्रिया
Q3953	काल्मिकिया प्रजासत्ताक
Q3955	वाईमार
Q3968	बीजगणित
Q3977	एलिस्टा
Q3992	लीज
Q3995	पाईज बास्को
Q4006	नकाशा
Q4018	नाबारा
Q4022	नदी
Q4035	उसास्को
Q4040	आरागोन
Q4051	फ्रीडरिक्सहाफेन
Q4087	अमोनिया
Q4091	फुजैरा
Q4093	ग्लासगो
Q4127	बोडन से
Q4130	कक्षा
Q4191	लुत्सर्न
Q4235	मायली सायरस
Q4262	रेडिओ तरंग
Q4301	अरुशा
Q4341	प्रिमोर्स्की क्राय
Q4360	पल्सार
Q4361	कुरितिबा	क्युरितिबा
Q4412	पश्चिम आफ्रिका
Q4421	वन
Q4443	पोप पायस आठवा
Q4448	पोप बेनेडिक्ट पंधरावा
Q4478	पंजाब	पाकिस्तानी पंजाब
Q4496	मिट रॉम्नी
Q4512	फाउ.एफ.बे. श्टुटगार्ट	वी.एफ.बी. स्ट्टुटगार्ट
Q4527	पश्चिम घाट	महाराष्ट्रातल्या डोंगररांगा	सह्याद्री	सह्याद्री पर्वतरांग
Q4548	तुर्की एअरलाइन्स
Q4583	अॅन फ्रॅंक
Q4593	राजीव गांधी
Q4604	कन्फ्यूशियस	कॉन्फ्युशिअस
Q4612	मार्लीन डीट्रिच
Q4627	आयमारा भाषा
Q4628	फॅरो द्वीपसमूह	फेरो द्विपे	फेरो द्वीपसमुह	फेरो द्वीपसमूह	फेरो द्वीपे
Q4648	बाली
Q4656	पुला
Q4675	माउंट सेंट हेलेन्स
Q4709	बार्किस्किमेटो
Q4724	ल कॉर्बूझीये
Q4803	सुरकर्ता
Q4915	ओहायो नदी
Q4918	भूमध्य समुद्र
Q4948	व्हेनिसचे प्रजासत्ताक
Q4970	हांगचौ
Q5043	ख्रिश्चन धर्म	ख्रिस्ती धर्म	प्रोटेस्टंट
Q5046	विंडोज ८
Q5065	मध्य सुलावेसी	मध्य सुलावेसी प्रांत
Q5068	उत्तर सुलावेसी	उत्तर सुलावेसी प्रांत
Q5075	आग्नेय सुलावेसी
Q5078	दक्षिण सुलावेसी
Q5083	सिअ ॅटल
Q5090	तांदूळ
Q5092	बॉल्टिमोर
Q5107	खंड
Q5111	अबखाझ भाषा
Q5112	ॲडलेड
Q5113	पक्षी	वायुचर प्राणी
Q5118	दागिस्तान प्रजासत्ताक
Q5119	राजधानी
Q5137	गुजराती भाषा
Q5146	पोर्तुगाली भाषा	पोर्तुगीज भाषा	पोर्तुगीझ भाषा
