Q2	כדור הארץ
Q4533	ויקטוריוס
Q4539	קואופרטיב
Q4543	כדורעף חופים
Q4577	ספר איוב
Q4579	משלי
Q4612	מרלן דיטריך
Q4616	מרילין מונרו
Q4618	קרנבל
Q4628	איי פארו
Q4631	מוחמד מורסי
Q4648	באלי
Q4649	יופיטר
Q4656	פולה
Q4670	משבר בני הערובה בתיאטרון במוסקבה
Q4803	סורקארטה
Q4864	יבגני קספרסקי
Q4886	זן תרבות
Q4916	אירו
Q4948	הרפובליקה של ונציה
Q4970	האנגג'ואו
Q5043	נצרות
Q5046	Windows 8
Q5064	חליל הקסם
Q5083	סיאטל
Q5090	אורז
Q5092	בולטימור
Q5105	סלין דיון
Q5112	אדלייד
Q5113	עופות
Q5117	אויגן פולנסקי
Q5118	דאגסטן
Q5119	עיר בירה
Q5123	מונסון
Q5146	פורטוגזית
Q5168	מחצ'קלה
Q5171	קדמוני-פה
Q5187	צ'צ'ניה
Q5196	גרוזני
Q5206	סטברופול
Q5207	מחוז סטברופול
Q5219	אינגושטיה
Q5237	צפון אוסטיה - אלניה
Q5239	ולדיקווקז
Q5265	נלצ'יק
Q5267	קברדינו-בלקריה
Q5281	יאנדקס
Q5282	גופרית דו-חמצנית
Q5284	ביל גייטס
Q5287	יפנית
Q5289	.NET
Q5290	צג
Q5294	DVD
Q5319	בוראקס
Q5328	קאראצ'אי-צ'רקסיה
Q5332	סראטוב
Q5334	מחוז סראטוב
Q5340	מורדוביה
Q5372	כדורסל
Q5375	קריקט
Q5377	גולף
Q5383	דייוויד בואי
Q5384	קירוב
Q5400	מחוז פרם
Q5401	אירואסיה
Q5413	יאנגצה
Q5422	אודמורטיה
Q5426	איז'בסק
Q5432	פרנסיסקו דה גויה
Q5443	גרטה גרבו
Q5444	פייטרו מניאה
Q5446	מארי אל
Q5450	אנטונייטה די מרטינו
Q5456	הרי האנדים
Q5465	קייפטאון
Q5466	צ'ובשיה
Q5468	דרבן
Q5470	צ'בוקסרי
Q5475	טרוויזו
Q5481	טטרסטן
Q5505	אגם ויקטוריה
Q5513	ימת באיקל
Q5540	פנזה
Q5582	וינסנט ואן גוך
Q5588	פרידה קאלו
Q5592	מיכלאנג'לו
Q5593	פבלו פיקאסו
Q5597	רפאל
Q5608	אמינם
Q5617	מארי דה פרנס
Q5638	אוטובוס
Q5647	סובטסק
Q5669	סנדרו בוטיצ'לי
Q5673	הנס כריסטיאן אנדרסן
Q5682	מיגל דה סרוואנטס
Q5684	בבל
Q5687	יריחו
Q5690	ספרטה
Q5705	קטלוניה
Q5710	בשקורטוסטן
Q5711	אוסימה
Q5713	מרי
Q5715	ממפיס
Q5720	ולנסיה
Q5727	לה ריוחה
Q5738	אדולף טייר
Q5748	קסטיליה-לה מנצ'ה
Q5752	פיוטר קרופוטקין
Q5753	סמרקנד
Q5756	מדריד
Q5764	בוכרה
Q5765	האיים הבלאריים
Q5772	מורסיה
Q5776	בית לחם
Q5783	אנדלוסיה
Q5785	איי קיימן
Q5788	פטרה
Q5806	מכה
Q5811	מזאצ'ו
Q5812	נובאק ג'וקוביץ'
Q5813	האיים הקנריים
Q5815	טיומן
Q5818	קורדובה
Q5826	שיאן
Q5830	איירבוס A380
Q5831	מלייה
Q5832	אקסום
Q5836	טולדו
Q5838	קאבול
Q5840	נייר טואלט
Q5843	תיק גב
Q5867	ווקובאר
Q5879	יוהאן וולפגנג פון גתה
Q5885	טמילית
Q5891	פילוסופיה
Q5923	מחוז רוטנבורג
Q5926	מחוז אוסטרהולץ
Q5927	מחוז פרדן
Q5928	ג'ימי הנדריקס
Q5932	מחוז פריסלנד
Q5935	מספ7ים
Q5937	חבל מרקישר קרייס
Q5942	מחוז אלטאי
Q5947	מחוז אמרלאנד
Q5948	מחוז ויזרמארש
Q5950	ג'יימס בראון
Q5952	מחוז אולדנבורג
Q5956	מחוז דיפולץ
Q5968	קונאו
Q5971	אלטאי
Q5972	מדן
Q5977	באדי הולי
Q5978	מחוז הילדסהיים
Q5994	פסנתר
Q6023	לפואה
Q6040	מחוז גוסלאר
Q6041	מחוז וולפנביטל
Q6068	חבל יריכוור לאנד
Q6071	חבל אנהלט-ביטרפלד
Q6075	חבל ויטנברג
Q6088	אלסנדריה
Q6097	תה
Q6106	פורטלנד
Q6115	חבל ברנים
Q6119	חבל אוברהאפל
Q6122	אסטי
Q6128	קלי
Q6142	חבל פוטסדאם-מיטלמרק
Q6146	חבל טלטוב-פלמינג
Q6163	חבל אונה
Q6165	חבל שפרי-נייסה
Q6173	חבל דאמה-שפריוואלד
Q6178	חבל אודר-שפרי
Q6181	חבל מרקיש-אודרלנד
Q6186	קומוניזם
Q6225	קובנטרי
Q6235	לאומיות
Q6240	חאפז
Q6249	חבל פירזן
Q6250	סהרה המערבית
Q6252	מונצה
Q6253	חבל ריין-קרייס נויס
Q6256	מדינה
Q6257	חבל מטמאן
Q6259	פאביה
Q6264	חבל היינסברג
Q6275	חבל דירן
Q6280	חבל אויסקירשן
Q6287	חבל ריין-זיג
Q6292	חבל ריין-ארפט
Q6295	חבל רייניש-ברגישר
Q6298	חבל אוברברגישר קרייס
Q6301	חבל צפון סקסוניה
Q6317	חבל גרליץ
Q6320	חנטי ומנסי
Q6329	חנטי-מנסיסק
Q6343	קרתגו
Q6346	אינדיאנפוליס
Q6353	גרארדוס מרקטור
Q6373	המוזיאון הבריטי
Q6403	אגם ז'נבה
Q6407	ימלו-ננץ
Q6425	בואינג 777
Q6437	איירבוס A300
Q6441	מונפלייה
Q6454	קאלה
Q6471	איירבוס A310
Q6474	דונה
Q6475	איירבוס A320
Q6478	איירבוס A330
Q6481	איירבוס A340
Q6484	איירבוס A350
Q6486	איירבוס בלוגה
Q6487	אנטליה
Q6488	איירבוס A320neo
Q6506	וארנה
Q6509	בורגס
Q6515	מרווין פיק
Q6526	בולצנו
Q6527	ז'אן-ז'אק רוסו
Q6534	המהפכה הצרפתית
Q6537	ויצ'נצה
Q6539	נפילת הבסטיליה
Q6543	חקסיה
Q6548	אורליאן
Q6563	מחוז קרסנויארסק
Q6576	אירקוטסק
Q6582	קרקסון
Q6585	מחוז אירקוטסק
Q6586	רומא, ניו יורק
Q6602	שטרסבורג
Q6605	רפובליקת סאחה-יקוטיה
Q6606	פורדנונה
Q6607	גיטרה
Q6616	פואטייה
Q6624	אסקולי פיצ'נו
Q6636	הומוסקסואליות
Q6649	לסביות
Q6654	קרואטית
Q6663	המבורגר
Q6681	קרוטונה
Q6686	רנו
Q6691	הומרוס
Q6730	פרפיניאן
Q6733	אדוארד טלר
Q6761	ליבורנו
Q6809	בוריאטיה
Q6816	אולן-אודה
Q6829	שפייר
Q6837	ויטנברג
Q6838	מחוז עבר הבאיקל
Q6839	פיגרס
Q6850	פיינה
Q6863	שוורטה
Q6874	ראשטאט
Q6882	ג'יימס ג'ויס
Q6886	מחוז אמור
Q6905	פרנקנטל
Q6949	שטאדה
Q6999	גרם שמים
Q7003	דיז'ון
Q7020	גנום
Q7024	לוגאנו
Q7026	קטלאנית
Q7030	ויסמר
Q7070	אייזנך
Q7075	ספרייה
Q7082	שטנדאל
Q7094	ביוכימיה
Q7100	ביופיזיקה
Q7141	ביולוגיה של התא
Q7150	אקולוגיה
Q7159	האיחוד האפריקאי
Q7162	גנטיקה
Q7163	פוליטיקה
Q7164	הבנק העולמי
Q7165	פורטבואו
Q7168	היסטולוגיה
Q7170	גאיוס סאלוסטיוס קריספוס
Q7172	הליגה הערבית
Q7174	דמוקרטיה
Q7177	ז'אן-מארי לה פן
Q7178	הצלב האדום
Q7184	נאט"ו
Q7186	מארי קירי
Q7187	גן
Q7193	מיקרוביולוגיה
Q7198	אובידיוס
Q7200	אלכסנדר פושקין
Q7202	ביולוגיה מולקולרית
Q7204	המזרח התיכון
Q7205	פלאונטולוגיה
Q7207	אליזבת הראשונה, מלכת אנגליה
Q7218	טוקסיקולוגיה
Q7231	רוזה לוקסמבורג
Q7239	אורגניזם
Q7243	לב טולסטוי
Q7251	אלן טיורינג
Q7252	פמיניזם
Q7270	רפובליקה
Q7272	סוציאליזם
Q7283	טרור
Q7294	יוהנס ברהמס
Q7302	גאורג פרידריך הנדל
Q7313	יואן
Q7314	איגור סטרווינסקי
Q7317	ג'וזפה ורדי
Q7318	גרמניה הנאצית
Q7320	המפלגה הנאצית
Q7331	אבן בטוטה
Q7333	ג'נג חה
Q7336	אוטו פרנק
Q7346	ג'ון קולטריין
Q7348	אינדוס
Q7349	יוזף היידן
Q7351	רוברט שומאן
Q7362	אוזן
Q7364	עין
Q7365	שריר
Q7378	פיל
Q7390	קול אנושי
Q7397	תוכנה
Q7405	שושלת סווי
Q7411	הולנדית
Q7426	עדה יונת
Q7430	DNA
Q7432	מין
Q7525	סבסטופול
Q7533	קישוא
Q7540	חציל
Q7550	לוצק
Q7553	תרגום
Q7559	דרקון
Q7568	יוגיאקרטה
Q7604	לאונרד אוילר
Q7637	וורד קנינגהם
Q7721	נפוליאון השלישי
Q7724	יוהאן אוגוסט סטרינדברג
Q7726	ז'וזף בונפרטה
Q7729	לואי בונפרטה
Q7730	המחוז היהודי האוטונומי
Q7734	יהושע בן נון
Q7737	רוסית
Q7742	לואי הארבעה עשר, מלך צרפת
Q7743	בית
Q7747	ולדימיר פוטין
Q7748	משפטים
Q7754	אנליזה מתמטית
Q7755	חוקה
Q7768	איגוד מדינות דרום-מזרח אסיה
Q7779	חבר המדינות
Q7785	חבר העמים הבריטי
Q7787	היסטוריה של אירופה
Q7788	מחוז חברובסק
Q7793	דונטו ברמנטה
Q7802	לחם
Q7804	קרן המטבע הבינלאומית
Q7809	אונסק"ו
Q7817	ארגון הבריאות העולמי
Q7825	ארגון הסחר העולמי
Q7833	בוריס ויאן
Q7850	שפות סיניות
Q7857	בית שימוש
Q7867	פסיכיאטריה
Q7868	תא
Q7873	דם
Q7880	טולוז
Q7881	שלד
Q7886	ריאה
Q7889	משחק וידאו
Q7892	מי שתייה
Q7899	חבל פולדה
Q7901	חבל פוגלסברג
Q7903	קזבלנקה
Q7905	חבל לאן-דיל
Q7906	חבל לימבורג-ויילבורג
Q7907	חבל ריינגאו-טאונוס
Q7908	חבל הוכטאונוס
Q7909	חבל מיין-טאונוס
Q7910	חבל וטראו
Q7911	חבל מיין-קינציג
Q7912	אופנבך
Q7913	רומנית
Q7914	חבל גרוס-גראו
Q7917	חבל ברגשטראסה
Q7918	בולגרית
Q7922	פדגוגיה
Q7937	אקלים
Q7944	רעידת אדמה
Q7948	מחוז קמצ'טקה
Q7953	זן בודהיזם
Q7971	מחוז מגדן
Q7976	אנגלית אמריקנית
Q7984	צ'וקוטקה
Q7991	מדעי הטבע
Q8006	אקירה קורוסאווה
Q8008	מדעי כדור הארץ
Q8018	אוגוסטינוס
Q8028	פיה
Q8047	אנזים
Q8054	חלבון
Q8066	חומצת אמינו
Q8068	שיטפון
Q8072	הר געש
Q8073	ארטה (ערוץ טלוויזיה)
Q8074	ענן
Q8078	לוגיקה
Q8084	טריגונומטריה
Q8087	גאומטריה
Q8091	דקדוק
Q8093	נינטנדו
Q8097	טלוגו
Q8102	סלנג
Q8108	גאורגית
Q8131	פאלמבאנג
Q8134	כלכלה
Q8142	מטבע
Q8148	תעשייה
Q8162	בלשנות
Q8168	פצ'ורה
Q8177	חבל ריין-נקאר
Q8183	פונמה
Q8196	אלפבית ערבי
Q8197	דווינה
Q8201	כתב סיני
Q8216	אלפבית יווני
Q8223	חבל ביבראך
Q8242	ספרות
Q8247	בירטנגר
Q8253	סיפורת
Q8261	רומן
Q8268	גוש האירו
Q8269	מעשה גנז'י
Q8274	מאנגה
Q8298	דייוויד גטה
Q8338	חצוצרה
Q8341	ג'אז
Q8343	קלרינט
Q8345	קלרינט בס
Q8350	טרומבון
Q8355	כינור
Q8356	ואיאדוליד
Q8366	אלגוריתם
Q8371	צ'לו
Q8377	אבוב
Q8385	אוסטרבה
Q8406	ואפורטו
Q8413	קונסטנטינוס
Q8415	אולימפיאדת רומא
Q8434	חינוך
Q8442	אוטו פון ביסמרק
Q8447	ויקיפדיה הצרפתית
Q8449	ויקיפדיה הספרדית
Q8452	הפלה מלאכותית
Q8459	ג'ורג'ונה
Q8461	גזענות
Q8467	עומר בן אל-ח'טאב
Q8471	רג'ו די קלבריה
Q8474	סולימאן הראשון
Q8475	אינטרפול
Q8486	קפה
Q8488	אולימפיאדת ברצלונה
Q8495	חלב
Q8502	הר
Q8513	מסד נתונים
Q8514	מדבר
Q8518	חבל הוהנלוהה
Q8531	אולימפיאדת אטלנטה
Q8539	המפץ הגדול
Q8544	אולימפיאדת סידני
Q8554	חבל ריין-פפאלץ
Q8556	אדסחר דייקסטרה
Q8566	חבל אלציי וורמס
Q8569	חבל מיינץ-בינגן
Q8572	חבל באד קרויצנאך
Q8574	חבל ריין-הונסריק
Q8577	אולימפיאדת לונדון
Q8581	צלאח א-דין
Q8597	אכבר
Q8601	חבל ריין-לאן
Q8606	חבל נויוויד
Q8608	חבל אלטנקירשן
Q8614	וסטפאליה
Q8619	פייר אליוט טרודו
Q8621	טרני
Q8641	יידיש
Q8646	הונג קונג
Q8652	מיאמי
Q8660	קראצ'י
Q8673	לאגוס
Q8678	ריו דה ז'ניירו
Q8680	האימפריה הבריטית
Q8681	פאן אמריקן וורלד איירווייז
Q8684	סיאול
Q8686	שאנגחאי
Q8692	בילבאו
Q8694	נמל התעופה מנצ'סטר
Q8703	נמל התעופה לונדון גטוויק
Q8707	רסטורציית מייג'י
Q8709	נמל התעופה לונדון סטנסטד
Q8712	נמל התעופה לונדון לוטון
Q8716	נמל התעופה אדינבורו
Q8717	סביליה
Q8727	נמל התעופה ליברפול ג'ון לנון
Q8733	שושלת צ'ינג
Q8736	חוזה ורסאי
Q8739	ארכימדס
Q8745	ויגו
Q8747	אוקלידס
Q8748	אלבנית
Q8750	מייקל פאראדיי
Q8752	בסקית
Q8753	אנריקו פרמי
Q8757	לה קורוניה
Q8772	ז'אן-בטיסט ז'וזף פורייה
Q8775	ריזה (גרמניה)
Q8778	קלאודיוס גלנוס
Q8785	ארמנית
Q8789	קריפטוגרפיה
Q8793	בואינג מטוסים מסחריים
Q8798	אוקראינית
Q8810	גרנדה
Q8818	ולנסיה
Q8821	מונטנגרית
Q8826	פלמה דה מיורקה
Q8827	פרופרטיוס
Q8828	מיורקה
Q8851	מאלגה
Q8860	אוריון
Q8877	סטיבן ספילברג
Q8908	מועצת אירופה
Q8919	סוכנות האטום האירופית
Q8928	קבוצת כוכבים
Q8932	האזור הכלכלי האירופי
Q8939	לושביץ
Q8969	קנקון
Q8972	אקטפק דה מורלוס
Q8981	נמל התעופה אברדין
Q8982	נמל התעופה לונדון סיטי
Q8988	נמל התעופה סאות'המפטון
Q8999	נמל התעופה אקסטר
Q9005	בריסל
Q9006	כביש 1
Q9010	כביש 2
Q9011	כביש 3
Q9013	כביש 4
Q9015	כביש 5
Q9016	כביש 6
Q9018	כביש 7
Q9020	כביש 8
Q9022	גוודלחרה
Q9023	כביש 9
Q9026	כביש 11
Q9027	שוודית
Q9030	כביש 13
Q9032	כביש 14
Q9035	דנית
Q9037	כביש 17
Q9041	ג'יימס ואט
Q9042	כביש 20
Q9043	נורווגית
Q9049	נועם חומסקי
Q9056	צ'כית
Q9058	סלובקית
Q9061	קרל מרקס
Q9063	סלובנית
Q9064	נמל התעופה הבינלאומי של קראסקו
Q9067	הונגרית
Q9072	אסטונית
Q9078	לטבית
Q9083	ליטאית
Q9089	הינדואיזם
Q9091	בלארוסית
Q9095	ג'יימס קלרק מקסוול
Q9103	שד
Q9106	דמיטרי מנדלייב
Q9121	אטום
Q9123	ארנסט רתרפורד
Q9129	יוונית
Q9134	מיתולוגיה
Q9141	טאג' מהאל
Q9142	אירית
Q9158	דואר אלקטרוני
Q9166	מלטית
Q9168	פרסית
Q9176	קוריאנית
Q9179	כביש 24
Q9181	אברהם
Q9184	בראשית
Q9186	קנטונזית תקנית
Q9190	שמות
Q9192	מנדרינית
Q9199	וייטנאמית
Q9200	פאולוס
Q9203	כביש 29
Q9205	קמרית
Q9211	לאית
Q9212	צבא ארצות הברית
Q9217	תאית
Q9235	גאורג וילהלם פרידריך הגל
Q9237	מלאית
Q9240	אינדונזית
Q9246	מונגולית
Q9248	באקו
Q9264	אוזבקית
Q9266	סלט
Q9268	יהדות
Q9270	טהימפהו
Q9279	בנדר סרי בגוואן
Q9288	עברית
Q9292	אזרית
Q9294	אבן ח'לדון
Q9296	מקדונית
Q9299	סרבית
Q9309	ולשית
Q9310	דילי
Q9314	גאלית סקוטית
Q9322	דויטשה באן
Q9326	ויינטיאן
Q9331	הקהילה הפלמית
Q9334	Gmail
Q9340	כונן גוגל
Q9347	מאלה
Q9349	פיקאסה
Q9350	יוגה
Q9358	פרידריך ניטשה
Q9361	בישקק
Q9364	ז'אן-פול סארטר
Q9365	דושנבה
Q9366	גוגל
Q9368	כבד
Q9372	סה-מה צ'יאן
Q9377	כליה
Q9381	אדם סמית
Q9387	מקס ובר
Q9391	לודוויג ויטגנשטיין
Q9394	ארנבים
Q9397	ג'ו שי
Q9415	רגש
Q9418	פסיכולוגיה
Q9422	מאהאווירה
Q9439	ויקטוריה
Q9441	גאוטמה בודהה
Q9453	דיאלקטיקה
Q9458	מוחמד
Q9465	פילוסופיה של המוסר
Q9479	iPod
Q9486	גרהאם טיילור
Q9500	התאחדות הכדורגל האנגלית
Q9513	עבדול קאלאם
Q9531	BBC
Q9532	ILife
Q9546	אל-ע'זאלי
Q9559	ג'ון מייג'ור
Q9576	ג'יימס קלהאן
Q9584	הונדה
Q9585	אסלאם שיעי
Q9587	Final Cut Pro
Q9589	iTunes
Q9592	הכנסייה הקתולית
Q9595	טרימורטי
Q9606	חוט השדרה
Q9610	בנגלית
Q9620	עצב
Q9633	צוואר
Q9648	איי פוקלנד
Q9655	עורק
Q9669	מפלגת הירוקים של אנגליה וויילס
Q9674	אולימפיאדת ונקובר
Q9676	האי מאן
Q9679	האי וייט
Q9683	שושלת טאנג
Q9686	נמל התעופה ברלין-טמפלהוף
Q9688	נמל התעופה ברלין טגל
Q9694	נמל התעופה סכיפהול
Q9730	מוזיקה קלאסית
Q9733	נומאה
Q9734	סימפוניה
Q9759	בלוז
Q9779	אלפבית
Q9794	רגאיי
Q9798	סקסופון
Q9832	איינדהובן
Q9871	טילבורח
Q9885	קוימבטור
Q9896	פסטו
Q9899	עיריית אמסטרדם
Q9903	שושלת מינג
Q9916	דווייט אייזנהאואר
Q9924	הרלמרמיר
Q9934	הילברסום
Q9949	נארדן
Q9964	W
Q9974	וויספ
Q10000	ויקיפדיה ההולנדית
Q10036	דה רונדה פיינן
Q10050	ניווחיין
Q10081	טרנאוזן
Q10086	מייסור
Q10125	אנדי מארי
Q10135	ליברה אופיס
Q10151	אירוויזיון 2005
Q10184	פרנקפורטר אלגמיינה צייטונג
Q10185	ברלינר צייטונג
Q10282	פמפלונה
Q10287	מנואל ואלס
Q10294	עוני
Q10305	סרגוסה
Q10313	סן סבסטיאן
Q10387	גרונטולוגיה
Q10389	באנדונג
Q10395	סירבון
Q10400	אלמריה
Q10405	מחוז אוסטאלגוי
Q10408	מחוז אונטראלגוי
Q10412	מחוז גינצבורג
Q10414	מחוז אוגזבורג
Q10415	אייכאך-פרידברג
Q10417	מחוז דילינגן
Q10418	מחוז דונאו-ריז
Q10451	מחוז רות
Q10466	מחוז באד קיסינגן
Q10469	מחוז מיין-שפסארט
Q10471	מחוז אשאפנבורג
Q10497	מחוז פרייזינג
Q10500	מחוז דכאו
Q10502	מחוז פירשטנפלדברוק
Q10504	מחוז שטרנברג
Q10507	מחוז לנדזברג
Q10509	אלש
Q10510	ג'נסון באטן
Q10520	דייוויד בקהאם
Q10522	מחוז באד טלץ-וולפראטסהאוזן
Q10523	מחוז מיזבאך
Q10524	ראיין גיגס
Q10526	מחוז רוזנהיים
Q10528	מחוז טראונשטיין
Q10530	מחוז ברכטסגאדנר לאנד
Q10539	מחוז ארדינג
Q10541	מחוז איברסברג
Q10544	מחוז מינכן
Q10557	שוואביה
Q10686	בלפסט
Q10690	קארדיף
Q10691	פלייד קמרי
Q10704	טורסהאבן
Q10717	ג'ורג'טאון
Q10737	התאבדות
Q10804	כביש 38
Q10808	כביש 40
Q10809	כביש 42
Q10810	כביש 43
Q10812	כביש 44
Q10813	כביש 45
Q10815	כביש 46
Q10817	כביש 48
Q10818	הפיגועים בלונדון
Q10821	כביש 52
Q10824	כביש 59
Q10826	כביש 60
Q10827	כביש 61
Q10828	כביש 62
Q10829	כביש 63
Q10833	כביש 65
Q10834	כביש 66
Q10835	כביש 67
Q10838	כביש 70
Q10839	כביש 71
Q10841	כביש 72
Q10844	כביש 73
Q10846	כביש 81
Q10854	כביש 98
Q10855	כביש 99
Q10884	עץ
Q10943	גבינה
Q10978	ענב
Q10987	דבש
Q10990	בשר
Q11002	סוכר
Q11004	ירק
Q11022	בורג
Q11023	הנדסה
Q11024	תקשורת
Q11031	וילפרדו פארטו
Q11036	הרולינג סטונז
Q11053	RNA
