Q2	지구
Q5813	카나리아 제도
Q5815	튜멘
Q5818	코르도바
Q5826	시안시
Q5830	에어버스 A380
Q5831	멜리야
Q5832	악숨
Q5836	톨레도
Q5838	카불
Q5840	휴지
Q5843	배낭
Q5867	부코바르
Q5879	요한 볼프강 폰 괴테
Q5885	타밀어
Q5891	철학
Q5928	지미 헨드릭스
Q5935	넘버스
Q5942	알타이 지방
Q5950	제임스 브라운
Q5968	쿠네오
Q5971	알타이 공화국
Q5972	메단
Q5977	버디 홀리
Q5985	일마요키
Q5992	카우하요키
Q5994	피아노
Q6009	카우하바
Q6023	라푸아
Q6084	NCIS: 로스앤젤레스
Q6088	알레산드리아
Q6097	차
Q6106	포틀랜드
Q6115	바르님 군
Q6119	오베르하벨 군
Q6122	아스티
Q6128	토스트
Q6139	하벨란트 군
Q6142	포츠담미텔마르크 군
Q6146	텔토프플레밍 군
Q6165	슈프레나이세 군
Q6173	다메슈프레발트 군
Q6178	오데르슈프레 군
Q6181	메르키슈오데를란트 군
Q6186	공산주의
Q6225	코번트리
Q6235	내셔널리즘
Q6240	하피즈
Q6250	서사하라
Q6252	몬차
Q6256	나라
Q6259	파비아
Q6320	한티만시 자치구
Q6329	한티만시스크
Q6343	카르타고
Q6346	인디애나폴리스
Q6353	게라르두스 메르카토르
Q6373	대영박물관
Q6403	레만호
Q6407	야말로네네츠 자치구
Q6425	보잉 777
Q6437	에어버스 A300
Q6440	항성운동학
Q6441	몽펠리에
Q6454	칼레
Q6471	에어버스 A310
Q6474	도나
Q6475	에어버스 A320
Q6478	에어버스 A330
Q6481	에어버스 A340
Q6484	에어버스 A350
Q6486	에어버스 벨루가
Q6487	안탈리아
Q6488	에어버스 A320neo 패밀리
Q6506	바르나
Q6509	부르가스
Q6526	볼차노
Q6527	장자크 루소
Q6534	프랑스 혁명
Q6537	비첸차
Q6539	바스티유 습격
Q6543	하카스 공화국
Q6548	오를레앙
Q6563	크라스노야르스크 지방
Q6576	이르쿠츠크
Q6582	카르카손
Q6585	이르쿠츠크주
Q6586	롬
Q6602	스트라스부르
Q6605	사하 공화국
Q6606	포르데노네
Q6607	기타
Q6616	푸아티에
Q6624	아스콜리피체노
Q6636	동성애
Q6649	레즈비언
Q6654	크로아티아어
Q6663	햄버거
Q6681	크로토네
Q6686	르노
Q6691	호메로스
Q6730	페르피냥
Q6733	에드워드 텔러
Q6761	리보르노
Q6809	부랴트 공화국
Q6816	울란우데
Q6829	슈파이어
Q6837	비텐베르크
Q6838	자바이칼 지방
Q6839	피게레스
Q6874	라슈타트
Q6882	제임스 조이스
Q6886	아무르주
Q6905	프랑켄탈
Q6949	슈타데
Q6999	천체
Q7003	디종
Q7020	게놈
Q7024	루가노
Q7026	카탈루냐어
Q7030	비스마르
Q7070	아이제나흐
Q7075	도서관
Q7082	슈텐달
Q7094	생화학
Q7100	생물리학
Q7141	세포생물학
Q7150	생태학
Q7159	아프리카 연합
Q7162	유전학
Q7163	정치
Q7164	세계은행
Q7168	조직학
Q7170	살루스티우스
Q7172	아랍 연맹
Q7174	민주주의
Q7177	장마리 르 펜
Q7178	국제 적십자·적신월 운동
Q7184	북대서양 조약 기구
Q7186	마리 퀴리
Q7187	유전자
Q7193	미생물학
Q7198	오비디우스
Q7200	알렉산드르 푸시킨
Q7202	분자생물학
Q7204	중동
Q7205	고생물학
Q7207	엘리자베스 1세
Q7218	독물학
Q7231	로자 룩셈부르크
Q7239	생물
Q7243	레프 톨스토이
Q7248	부키팅기
Q7251	앨런 튜링
Q7252	여성주의
Q7270	공화제
Q7272	사회주의
Q7283	공포주의
Q7294	요하네스 브람스
Q7302	게오르크 프리드리히 헨델
Q7313	원나라
Q7314	이고리 스트라빈스키
Q7317	주세페 베르디
Q7318	나치 독일
Q7320	국가사회주의 독일 노동자당
Q7331	이븐 바투타
Q7333	정화
Q7336	오토 프랑크
Q7346	존 콜트레인
Q7348	인더스강
Q7349	요제프 하이든
Q7351	로베르트 슈만
Q7362	귀
Q7364	눈
Q7365	근육
Q7378	코끼리
Q7390	음성
Q7397	소프트웨어
Q7405	수나라
Q7411	네덜란드어
Q7426	아다 요나스
Q7430	DNA
Q7432	종
Q7525	세바스토폴
Q7533	주키니호박
Q7540	가지
Q7550	루츠크
Q7553	번역
Q7559	드래곤
Q7568	욕야카르타
Q7604	레온하르트 오일러
Q7637	워드 커닝엄
Q7721	나폴레옹 3세
Q7724	아우구스트 스트린드베리
Q7726	조제프 보나파르트
Q7729	루이 보나파르트
Q7730	유대인 자치주
Q7734	여호수아
Q7737	러시아어
Q7742	루이 14세
Q7743	가정
Q7747	블라디미르 푸틴
Q7748	법
Q7754	해석학
Q7755	헌법
Q7768	동남아시아 국가 연합
Q7779	독립국가연합
Q7785	영국 연방
Q7786	프칸바루
Q7787	유럽의 역사
Q7788	하바롭스크 지방
Q7793	도나토 브라만테
Q7802	빵
Q7804	국제 통화 기금
Q7809	유네스코
Q7817	세계보건기구
Q7825	세계무역기구
Q7833	보리스 비앙
Q7850	중국어
Q7857	변소
Q7867	정신의학
Q7868	세포
Q7873	혈액
Q7880	툴루즈
Q7881	뼈대
Q7886	허파
Q7889	비디오 게임
Q7892	식수
Q7903	카사블랑카
Q7913	루마니아어
Q7918	불가리아어
Q7922	교육학
Q7937	기후
Q7944	지진
Q7948	캄차카 지방
Q7953	선
Q7971	마가단주
Q7976	미국 영어
Q7984	축치 자치구
Q7991	자연과학
Q8006	구로사와 아키라
Q8008	지구과학
Q8018	아우구스티누스
Q8028	페어리
Q8047	효소
Q8054	단백질
Q8066	아미노산
Q8068	홍수
Q8072	화산
Q8073	Arte
Q8074	구름
Q8078	논리학
Q8084	삼각법
Q8087	기하학
Q8091	문법
Q8093	닌텐도
Q8097	텔루구어
Q8102	속어
Q8108	조지아어
Q8131	팔렘방
Q8134	경제학
Q8142	통화
Q8148	산업
Q8162	언어학
Q8165	카를스루에 현
Q8168	페초라강
Q8183	낱소리
Q8196	아랍 문자
Q8197	다우가바강
Q8201	한자
Q8216	그리스 문자
Q8242	문학
Q8247	비랏나가르
Q8253	허구
Q8261	소설
Q8268	유로존
Q8269	겐지 이야기
Q8274	일본 만화
Q8298	데이비드 게타
Q8338	트럼펫
Q8341	재즈
Q8343	클라리넷
Q8345	베이스 클라리넷
Q8350	트롬본
Q8355	바이올린
Q8356	바야돌리드
Q8366	알고리즘
Q8371	첼로
Q8377	오보에
Q8385	오스트라바
Q8406	바포레토
Q8413	콘스탄티누스 1세
Q8415	1960년 하계 올림픽
Q8434	교육
Q8442	오토 폰 비스마르크
Q8447	프랑스어 위키백과
Q8449	스페인어 위키백과
Q8452	인공임신중절
Q8459	조르조네
Q8461	인종 차별
Q8467	우마르
Q8471	레조디칼라브리아
Q8474	쉴레이만 1세
Q8475	국제형사경찰기구
Q8486	커피
Q8488	1992년 하계 올림픽
Q8495	젖
Q8502	산
Q8513	데이터베이스
Q8514	사막
Q8531	1996년 하계 올림픽
Q8539	빅뱅 이론
Q8544	2000년 하계 올림픽
Q8556	에츠허르 데이크스트라
Q8577	2012년 하계 올림픽
Q8581	살라딘
Q8596	아르바일러 군
Q8597	악바르
Q8608	알텐키르헨 군
Q8614	베스트팔렌
Q8619	피에르 트뤼도
Q8621	테르니
Q8641	이디시어
Q8646	홍콩
Q8652	마이애미
Q8660	카라치
Q8673	라고스
Q8678	리우데자네이루
Q8680	대영 제국
Q8681	팬아메리칸 월드 항공
Q8684	서울특별시
Q8686	상하이시
Q8692	빌바오
Q8694	맨체스터 공항
Q8703	런던 개트윅 공항
Q8707	메이지 유신
Q8709	런던 스탠스테드 공항
Q8712	런던 루턴 공항
Q8717	세비야
Q8725	브리스틀 공항
Q8727	리버풀 존 레넌 공항
Q8733	청나라
Q8736	베르사유 조약
Q8739	아르키메데스
Q8745	비고
Q8747	에우클레이데스
Q8748	알바니아어
Q8750	마이클 패러데이
Q8752	바스크어
Q8753	엔리코 페르미
Q8757	라코루냐
Q8772	조제프 푸리에
Q8774	국제 항공 그룹
Q8775	리자
Q8778	갈레노스
Q8785	아르메니아어
Q8789	암호학
Q8798	우크라이나어
Q8810	그라나다
Q8818	발렌시아
Q8821	몬테네그로어
Q8826	팔마데마요르카
Q8827	프로페르티우스
Q8828	마요르카섬
Q8851	말라가
Q8860	오리온자리
Q8877	스티븐 스필버그
Q8908	유럽 평의회
Q8919	유럽 원자력 공동체
Q8928	별자리
Q8932	유럽 경제 지역
Q8969	캉쿤
Q8972	에카테페크데모렐로스
Q8982	런던 시티 공항
Q9005	브뤼셀
Q9006	아우토반 1호선
Q9010	아우토반 2호선
Q9011	아우토반 3호선
Q9015	아우토반 5호선
Q9018	아우토반 7호선
Q9022	과달라하라
Q9023	아우토반 9호선
Q9027	스웨덴어
Q9035	덴마크어
Q9037	아우토반 17호선
Q9041	제임스 와트
Q9043	노르웨이어
Q9049	노엄 촘스키
Q9056	체코어
Q9058	슬로바키아어
Q9060	베리 구
Q9061	카를 마르크스
Q9063	슬로베니아어
Q9064	카라사코 국제공항
Q9067	헝가리어
Q9072	에스토니아어
Q9078	라트비아어
Q9083	리투아니아어
Q9085	만달루용
Q9089	힌두교
Q9091	벨라루스어
Q9095	제임스 클러크 맥스웰
Q9103	유방
Q9106	드미트리 멘델레예프
Q9121	원자
Q9123	어니스트 러더퍼드
Q9129	그리스어
Q9134	신화
Q9141	타지마할
Q9142	아일랜드어
Q9158	전자우편
Q9166	몰타어
Q9168	페르시아어
Q9170	코시 구
Q9172	룸비니 구
Q9176	한국어
Q9178	마하칼리 구
Q9179	아우토반 24호선
Q9181	아브라함
Q9184	창세기
Q9185	랍티 구
Q9186	광둥어
Q9190	출애굽기
Q9192	중국 관화
Q9196	세티 구
Q9199	베트남어
Q9200	파울로스
Q9203	아우토반 29호선
Q9205	크메르어
Q9211	라오어
Q9212	미국 육군
Q9217	태국어
Q9235	게오르크 빌헬름 프리드리히 헤겔
Q9237	말레이어
Q9240	인도네시아어
Q9246	몽골어
Q9248	바쿠
Q9264	우즈베크어
Q9266	샐러드
Q9268	유대교
Q9270	팀부
Q9279	반다르스리브가완
Q9288	히브리어
Q9292	아제르바이잔어
Q9294	이븐 할둔
Q9296	마케도니아어
Q9299	세르비아어
Q9309	웨일스어
Q9310	딜리
Q9311	콜레뇨
Q9314	스코틀랜드 게일어
Q9322	독일철도주식회사
Q9326	비엔티안
Q9331	플라망어 공동체
Q9334	G메일
Q9337	플라망 지역
Q9340	Google Drive
Q9347	말레
Q9349	피카사
Q9350	요가
Q9358	프리드리히 니체
Q9361	비슈케크
Q9364	장폴 사르트르
Q9365	두샨베
Q9366	구글 검색
Q9368	간
Q9372	사마천
Q9377	콩팥
Q9381	애덤 스미스
Q9387	막스 베버
Q9391	루트비히 비트겐슈타인
Q9394	래빗
Q9397	주희
Q9415	감정
Q9418	심리학
Q9422	마하비라
Q9439	빅토리아
Q9441	석가모니
Q9453	변증법
Q9458	무함마드
Q9465	윤리학
Q9479	아이팟
Q9500	잉글랜드 축구 협회
Q9513	압둘 칼람
Q9531	BBC
Q9532	아이라이프
Q9539	개러지밴드
Q9546	가잘리
Q9558	아이무비
Q9559	존 메이저
Q9576	제임스 캘러헌
Q9584	혼다 기연 공업
Q9585	시아파 이슬람교
Q9587	파이널 컷 프로
Q9589	아이튠즈
Q9592	로마 가톨릭교회
Q9595	트리무르티
Q9606	척수
Q9610	벵골어
Q9620	신경
Q9633	목
Q9648	포클랜드 제도
Q9655	동맥
Q9669	잉글랜드 웨일스 녹색당
Q9674	2010년 동계 올림픽
Q9676	맨섬
Q9679	아일오브와이트주
Q9683	당나라
Q9686	베를린 템펠호프 공항
Q9688	베를린 테겔 국제공항
Q9694	스히폴 국제공항
Q9730	서양 고전 음악
Q9733	누메아
Q9734	교향곡
Q9759	블루스
Q9779	음소문자
Q9794	레게
Q9798	색소폰
Q9815	베른헤저
Q9832	에인트호번
Q9833	에턴뢰르
Q9885	코임바토르
Q9896	페스토
Q9903	명
Q9916	드와이트 D. 아이젠하워
Q9924	하를레메르메이르
Q9934	힐베르쉼
Q9949	나르던
Q9961	건문제
Q9964	W
Q9974	베이스프
Q10000	네덜란드어 위키백과
Q10044	하우턴
Q10050	니우에헤인
Q10081	테르뇌전
Q10086	마이소르
Q10125	앤디 머리
Q10135	리브레오피스
Q10184	프랑크푸르터 알게마이네 차이퉁
Q10282	팜플로나
Q10287	마누엘 발스
Q10294	빈곤
Q10305	사라고사
Q10313	산세바스티안
Q10387	노인학
Q10389	반둥
Q10395	치르본
Q10400	알메리아
Q10509	엘체
Q10510	젠슨 버튼
Q10520	데이비드 베컴
Q10524	라이언 긱스
Q10528	트라운슈타인 군
Q10547	운터프랑켄 현
Q10557	슈바벤 현
Q10686	벨파스트
Q10690	카디프
Q10691	플라이드 컴리
Q10704	토르스하운
Q10717	조지타운
Q10737	자살
Q10809	아우토반 42호선
Q10818	2005년 런던 폭탄 투척 사건
Q10844	아우토반 73호선
Q10884	나무
Q10943	치즈
Q10978	포도
Q10987	벌꿀
Q10990	고기
Q11002	설탕
Q11004	채소
Q11022	나사못
Q11023	공학
Q11024	통신
Q11031	빌프레도 파레토
Q11036	롤링 스톤스
Q11053	RNA
Q11059	산스크리트어
Q11063	천문학자
Q11106	베이컨
Q11146	마스트리흐트 조약
Q11148	가디언
Q11158	산
Q11165	무기화학
Q11173	화합물
Q11190	의학
Q11194	사라예보
Q11196	스릅스카 공화국
Q11205	산술
Q11209	미국 국방부
Q11215	윈도 7
Q11221	개구쟁이 스머프
Q11222	윈도 서버 2012
Q11226	윈도 서버 2008 R2
Q11230	윈도 비스타
Q11233	윈도 서버 2008
Q11246	윈도 서버 2003
Q11248	윈도 XP
Q11254	소금
Q11255	마이크로소프트 오피스
Q11261	마이크로소프트 워드
Q11264	쿠바 혁명
Q11266	마이크로소프트 파워포인트
Q11272	마이크로소프트 엑셀
Q11276	구상성단
Q11282	전리수소영역
Q11299	맨해튼
Q11303	마천루
Q11336	사랑의 학교
Q11337	Herdecke
Q11340	Sprockhövel
Q11341	인터넷 정보 서비스
Q11344	원소
Q11351	유기화학
Q11354	아파치 HTTP 서버
Q11358	탄수화물
Q11359	아리아바타
Q11364	호르몬
Q11368	유닉스
Q11369	분자
Q11378	시바
Q11380	비슈누
Q11387	산개성단
Q11389	브라흐마
Q11402	힘
Q11404	북
Q11405	플루트
Q11406	전자기학
Q11409	아파르트헤이트
Q11412	중력
Q11415	강한 상호작용
Q11418	약한 상호작용
Q11421	자석
Q11423	질량
Q11424	영화
Q11425	애니메이션
Q11427	강철
Q11436	항공기
Q11442	자전거
Q11448	방사성 붕괴
Q11451	농업
Q11460	옷
Q11462	수라바야
Q11463	어도비 시스템즈
Q11467	금속공학
Q11469	유리
Q11471	시간
Q11475	진공
Q11483	어니타 보그
Q11568	다윈
Q11598	못말리는 패밀리
Q11629	회화
Q11631	우주비행사
Q11633	사진술
Q11634	조각
Q11635	연극
Q11637	주디 갈런드
Q11639	춤
Q11642	도예
Q11661	정보기술
Q11698	미국의 헌법
Q11703	미국령 버진아일랜드
Q11708	동남아시아
Q11709	로디 왕조
Q11725	충칭시
Q11736	톈진시
Q11739	라호르
Q11746	우한시
Q11751	나고야시
Q11758	루도비코 라자로 자멘호프
Q11764	철기 시대
Q11772	고대 그리스
Q11774	굽타 왕조
Q11816	존 퀸시 애덤스
Q11817	앤드루 잭슨
Q11834	장화 신은 고양이
Q11854	라지코트
Q11869	윌리엄 헨리 해리슨
Q11874	즈볼렌
Q11876	성냥팔이 소녀
Q11887	윌리엄 로원 해밀턴
Q11896	재커리 테일러
Q11901	벡
Q11903	히파티아
Q11910	간디나가르
Q11911	베른주
Q11913	불가리아어 위키백과
Q11917	제네바주
Q11918	그리스어 위키백과
Q11920	이탈리아어 위키백과
Q11925	그라우뷘덴주
Q11929	졸로투른주
Q11935	로카르노
Q11943	취리히주
Q11953	과달라하라
Q11959	알리칸테
Q11972	아르가우주
Q11974	라스팔마스 데 그란 카나리아
Q11975	브리트니 스피어스
Q11986	La Vie en rose
Q11988	Non, je ne regrette rien
Q11998	카일리 미노그
Q12009	엘 & 니키
Q12013	구글 지도
Q12020	구글 뉴스
Q12029	중독
Q12078	암
Q12100	펜싱
Q12107	브르타뉴어
Q12117	곡물
Q12121	루체른주
Q12126	리겔
Q12128	치과
Q12130	브르타뉴
Q12134	천구
Q12136	질병
Q12140	의약품
Q12146	바젤란트주
Q12170	알데바란
Q12172	바젤슈타트주
Q12184	범유행
Q12187	항생물질
Q12191	낭트
Q12192	폐렴
Q12193	브레스트
Q12199	후천성 면역 결핍 증후군
Q12225	무르시아
Q12245	스탠리
Q12246	우엘바
Q12271	건축
Q12273	히혼
Q12277	아치
Q12280	다리
Q12284	운하
Q12303	헤레스데라프론테라
Q12323	댐
Q12325	제임스 뷰캐넌
Q12370	염
Q12382	미야모토 시게루
Q12393	젤다의 전설
Q12397	메트로이드
Q12418	모나리자
Q12439	디트로이트
Q12461	르 몽드
Q12479	정수론
Q12482	집합론
Q12483	통계학
Q12503	정수
Q12506	아야 소피아
Q12507	구
Q12511	계단
Q12512	성 베드로 대성전
Q12517	제르주
Q12526	지롱드주
Q12536	아바스 왕조
Q12538	오트가론주
Q12543	오드센주
Q12544	비잔티움 제국
Q12546	십자군
Q12548	신성 로마 제국
Q12551	백년 전쟁
Q12556	앵드르에루아르주
Q12560	오스만 제국
Q12565	세계 에스페란토 협회
Q12567	바이킹
Q12572	오트루아르주
Q12578	로트에가론주
Q12584	멘에루아르주
Q12585	라틴 아메리카
Q12602	아란 계곡
Q12630	멕시코만
Q12640	프리부르주
Q12661	노르주
Q12680	폴 두메르
Q12697	샤프하우젠주
Q12700	오트피레네주
Q12717	바랭주
Q12722	오랭주
Q12724	티치노주
Q12745	사부아주
Q12746	장크트갈렌주
Q12748	화석 연료
Q12751	오트사부아주
Q12753	센에마른주
Q12755	쥐라주
Q12758	센마리팀주
Q12761	센생드니주
Q12771	보주
Q12772	타른주
Q12779	타른에가론주
Q12784	발두아즈주
Q12788	발드마른주
Q12789	바르주
Q12791	검
Q12792	보클뤼즈주
Q12796	화기
Q12820	이블린주
Q12831	가십
Q12837	이베리아반도
Q12857	대니얼 태멋
Q12861	화약
Q12886	안데를레흐트
Q12887	스하르베이크
Q12892	안트베르펜
Q12910	로케런
Q12919	마주로
Q12965	미라
Q12970	카펠라
Q12995	코르트레이크
Q12997	에베르험
Q13028	폴룩스
Q13034	프로키온
Q13116	베네룩스
Q13134	페사로
Q13135	마체라타
Q13138	키에티
Q13140	산베네데토델트론토
Q13147	머리뼈
Q13160	할리스코주
Q13171	A Thousand Suns
Q13186	건포도
Q13201	롬어
Q13205	스타드 드 프랑스
Q13218	코사어
Q13228	크림
Q13230	페르디낭 드 소쉬르
Q13233	아이스크림
Q13241	바닐라
Q13275	소말리어
Q13276	케이크
Q13298	그라츠
Q13317	요구르트
Q13318	임페리아
Q13329	피아첸차
Q13353	몬트세랫
Q13357	메앤키엘리
Q13360	레조넬에밀리아
Q13362	페라라
Q13364	라벤나
Q13367	포를리
Q13369	리미니
Q13371	하버드 대학교
Q13372	카라라
Q13373	루카
Q13376	피스토이아
Q13377	프라토
Q13386	레체
Q13393	오니기리
Q13413	프로시노네
Q13437	베네벤토
Q13495	트라니
Q13496	브린디시
Q13498	타란토
Q13513	장바티스트 세
Q13529	앨프리드 마셜
Q13580	마닐라 대도시
Q13596	보앙벨랭
Q13632	행성상성운
Q13646	SNCF
Q13662	비콜 지방
Q13669	중앙비사야스 지방
Q13670	시라쿠사
Q13674	라구사
Q13678	아그리젠토
Q13680	칼타니세타
Q13694	다바오 지방
Q13706	시랜드 공국
Q13712	테베레강
Q13743	VB스크립트
Q13751	빌리란주
Q13755	불라칸주
Q13785	카비테주
Q13786	세부주
Q13810	기마라스주
Q13840	라구나주
Q13855	비크
Q13874	리살주
Q13879	시키호르주
Q13904	예이다주
Q13917	일드프랑스
Q13955	아랍어
Q13972	타르투
Q13973	MSNBC
Q13974	NBC
Q13979	새러데이 나잇 라이브
Q13982	알베르트 바요
Q13989	혼슈
Q14052	상가이산
Q14081	침보라소산
Q14086	마리사 마이어
Q14088	모차렐라
Q14094	아이팟 터치
Q14103	샹파뉴아르덴
Q14116	macOS
Q14118	사부아
Q14169	싱카왕
Q14185	오크어
Q14196	아프리칸스어
Q14274	아라우
Q14277	윌리엄 허셜
Q14279	조반니 도메니코 카시니
Q14294	타구스강
Q14299	도루강
Q14302	애들레이드 공항
Q14305	과디아나강
Q14309	과달키비르강
Q14314	산티아고데콤포스텔라
Q14317	오비에도
Q14328	산타크루스데테네리페
Q14369	인강
Q14440	이키케
Q14452	이스터섬
Q14467	라세레나
Q14549	스코트어
Q14579	리눅스 커널
Q14583	XNU
Q14620	광학
Q14647	썬 마이크로시스템즈
Q14659	문장
Q14663	유닉스 셸
Q14674	연필
Q14686	핀란드만
Q14767	센트럴
Q14773	마카오
Q14799	레노버
Q14925	뮐하우젠
Q14960	브르노
Q14974	블라디미르 1세
Q14982	메탄올
Q15001	알렉산드르 그리보예도프
Q15028	국제 표준화 기구(ISO)
Q15065	말레이시아어
Q15090	예이다
Q15091	쿠네오도
Q15099	아스티도
Q15119	로마도
