Q31	Βέλγιο
Q622888	Intel 80286
Q624511	Αραθένα
Q625152	Καϊπιρίνια
Q633561	πανεπιστήμιο της Σαραγόσα
Q635960	Get Behind Me Satan
Q647919	Ανάκτορο των Μποργκέζε
Q651228	FX
Q651336	Μάζα του Δία
Q651688	Μπεϊρούτ
Q656556	Βουτύλιο
Q656812	Ύπατος Αρμοστής του ΟΗΕ για τα ανθρώπινα δικαιώματα
Q659345	Ευρωπαϊκή Οδός 25
Q660061	Arrasando
Q669856	Dodge Charger
Q674426	έφορος
Q681465	Γιόχαν Εγκίντιους Μπαχ
Q682520	Συγκοινωνίες για το Λονδίνο
Q683570	Υποβρύχιο βαλλιστικών πυραύλων
Q684021	Μπάαμπα Μάαλ
Q704222	Εθνικός Δημοκρατικός Ελληνικός Σύνδεσμος
Q705966	Γιοάν Ντινίζ
Q707278	Περιοχή Ρήνου-Μάιν
Q711801	Αρθούρος της Ουαλίας
Q712572	Φίλιστος
Q713750	Δυτική Γερμανία
Q713886	Ζουλιάνο Βίκτορ ντε Πάουλα
Q714325	Μαξ Ρίχτερ
Q715396	Φυσική στερεάς κατάστασης
Q720634	Renault Twingo
Q723648	Ανρί Μεϊλάκ
Q726124	Γκυγιόμ-Αντουάν Ολιβιέ
Q728034	Renault 19
Q733029	Ουγγρική Ποδοσφαιρική Ομοσπονδία
Q735602	Κβαντική οπτική
Q736315	Φραγκίσκος Μαυρόλυκος
Q736990	Τερέντσι Μόιτς
Q740445	οροσειρά
Q741949	Fiat Uno
Q744553	Τσέρτσιλ
Q745594	Γουίλκς Μπέαρ
Q746787	Ολ Ντόινιο Λενγκάι
Q747860	BBC Online
Q750528	Fiat Tipo
Q751719	Game Gear
Q758729	Audi A4
Q758768	Audi Q3
Q758784	Audi S4
Q765778	οργανίστας
Q770733	Cadillac CTS
Q771202	Windows NT 3.5
Q772561	Alfa Romeo 155
Q780735	Μπολντκλούμπεν Φρεμ
Q785355	Όττο φαν Φέιν
Q795598	BBC Radio 4
Q796488	BMW F01
Q796897	Πρωθυπουργός της Ιταλίας
Q813966	δημόσια αποχωρητήρια
Q816903	Μπενίτο Άριας Μοντάνο
Q832269	Technical Ecstasy
Q833624	Νοτιοαφρικανική Ποδοσφαιρική Ομοσπονδία
Q838837	BMW E30
Q839954	αρχαιολογική θέση
Q844528	Κεντρικό Διαμέρισμα
Q845172	Λιττοράλ
Q846750	αναβάτης ιπποδρομιών
Q847001	Σχολή Οικονομικών Σικάγου
Q848607	Toyota Hilux
Q856010	Περιοχή του Γουέλινγκτον
Q859363	Ινστιτούτο Πολιτικών Επιστημών του Παρισιού
Q868165	Yahoo! Mail
Q873377	Ντουμαγκουέτε
Q878336	Τζιανφράνκο Τερέντσι
Q888295	Μπομπ Ούκερ
Q903997	Κουλούρι
Q907160	λευπρορελίνη
Q909035	Γερουσία του Ντέλαγουερ
Q911681	Μέλμπουρν Φούτμπολ Κλαμπ
Q913035	Όρμος
Q916423	Metro 2033
Q920064	Βρετανική Σχολή Αθηνών
Q926562	Dacia Sandero
Q927657	Renault Safrane
Q931202	Αναπληρωτής Κυβερνήτης της Βιρτζίνια
Q933646	Fiat 126
Q936023	Ποταμός Ρουφίτζι
Q936668	Nissan 370Z
Q939723	διάδρομος
Q946839	Λοντοβίκο Αγκοστίνι
Q952730	Χιούγκο Στίγκλιτζ
Q956927	Ομοσπονδία Ποδοσφαίρου Κούβας
Q975412	Μιχαήλ Μαλείνος
Q979055	Lancia 037
Q985443	Χαουκιπούντας
Q990104	Γκιγιώμ
Q1000662	Στάμφορντ
Q1021592	Νέα Φιλαδέλφεια Αττικής
Q1027041	Μερσέντες
Q1028524	Εθνική Ομοσπονδία Ποδοσφαίρου Γουατεμάλας
Q1042614	Ποδοσφαιρική Ομοσπονδία Ισλαμικής Δημοκρατίας του Ιράν
Q1046833	Γκιόργκι Μελικισβίλι
Q1049358	Σιδηροδρομικό κανόνι
Q1060621	Πανεπιστήμιο της Άγκυρας
Q1069138	Πρίγκηψ Όσκαρ Μπερναρντόττε
Q1075339	Πανεπιστήμιο του Οχάιο
Q1122677	Καταλανικός μοντερνισμός
Q1124410	σύνδρομο Ιερουσαλήμ
Q1127167	Ψεύτης ήλιος
Q1137737	ΚΚ Ολίμπια
Q1137982	Λευκά Όρη
Q1140115	Κυβέρνηση της Ρωσίας
Q1140241	Πολιτειακό Πανεπιστήμιο της Νέας Υόρκης
Q1141371	Κόλτσεστερ Κομιούνιτι Στέιντιουμ
Q1142384	Κρατικός Αερολιμένας Ηρακλείου «Νίκος Καζαντζάκης»
Q1143794	Τζουμχουριέτ
Q1144126	Τίλια Τεπέ
Q1144892	δικηγόρος ευρεσιτεχνιών
Q1145059	Ελληνική Ραδιοφωνία Τηλεόραση
Q1160650	Βιομηχανική κατασκοπεία
Q1161691	Toyota MR2
Q1165401	Toyota Century
Q1186646	Συριακή Αραβική Ομοσπονδία Ποδοσφαίρου
Q1191525	Αεροδρόμιο Μπρέστης-Βρετάνης
Q1194169	Ο Επιστάτης
Q1214043	Οι Κοζάκοι
Q1214845	Ο Γαλαξίας
Q1226025	Δημήτρης Χορν
Q1231770	Δήμος Τεμπών
Q1248433	Μιράντα
Q1351317	Πανεπιστήμιο της Δαμασκού
Q1355779	Toyota Starlet
Q1362287	Μανόλης Ανδρόνικος
Q1392427	Γερουσία της Χαβάης
Q1396889	Η Φάρμα των Ζώων
Q1405858	Λουκιανός του Μονακό
Q1412814	Γερουσία του Ουισκόνσιν
Q1413317	Ιερή πορνεία
Q1421211	Ψυχολογία των Μέσων
Q1424081	Πανεπιστήμιο Μαρμαρά
Q1424346	Αστυνομία της Καταλονίας
Q1432538	Ιβάνο Στατσιόλι
Q1435496	Σπόρτινγκ Κλούμπε ντε Γκόα
Q1454986	φυσικό σύστημα
Q1469153	Πρωθυπουργός των Φίτζι
Q1479090	Μπόσνα Σαράγεβο
Q1494573	Γερουσία της Αλαμπάμα
Q1494590	Βουλή των Αντιπροσώπων του Μίσιγκαν
Q1494879	Γερουσία του Κεντάκι
Q1496662	Πανεπιστήμιο Γκάζι
Q1517713	Γερουσία του Ιλινόις
Q1518802	Toyota Echo
Q1533887	Πώς τελείωσε αυτό το καλοκαίρι
Q1539509	Ο Αόρατος Άνθρωπος
Q1557469	Γκάι Ντόουλμαν
Q1563979	Jeep Commander
Q1578310	παλαιοβιολογία
Q1620075	Αντιόχεια (της Δεκάπολης)
Q1639273	Μάχη του Δαζιμώνος
Q1647325	Φρέγια
Q1656259	Γερουσία του Οχάιο
Q1671928	Ιωάννης Κασουλίδης
Q1723031	Πρωθυπουργός της Πορτογαλίας
Q1748504	Μωρίς Πολί
Q1823563	Βρίσκω Το Λόγο Να Ζω
Q1837807	Δήμαρχος της Βοστώνης
Q1851906	Παύλος του Μπούργκος
Q1859178	Πανεπιστήμιο του Στραθκλάιντ
Q1865480	Βαστίλη
Q1891483	Μανουέλ ντε Σίκα
Q1924338	Gazprombank
Q1933051	Alabama Shakes
Q1938767	Βαχτάνγκ Τσαμπουκιάνι
Q1963807	Use Your Illusion II
Q1999930	Brilliantovaya ruka
Q2043935	The Weather Channel
Q2104072	πλωτή γέφυρα
Q2153541	Γιόχαν βαν Μπετόβεν
Q2165590	Σπένσερ Τριτ Κλαρκ
Q2302413	καπνιστός σολομός
Q2359213	Goodreads
Q2427665	Μπρέντα Ασνικάρ
Q2532754	πλήρες οικόσημο
Q2607372	7075 αλουμίνιο
Q2622333	Γιούρι Γκριγκορόβιτς
Q2833874	Αλεξάντρ Μερσερώ
Q2939563	Καρμελίτα Γκέρατι
Q2979657	Βασιλικό Κονσερβατόριο Μουσικής
Q3052772	Εμμανουέλ Μακρόν
Q3089258	Γιοσέτσου
Q3099714	Τζάστιν Τρυντώ
Q3181195	Ολιβιέ Μακόρ
Q3292481	Άθενς
Q3410551	Πρόεδρος της Γερουσίας των Φιλιππίνων
Q3483312	Σίντλεϊ Όστιν
Q3506176	ζυμωμένα γάλατα
Q3534114	βαρύ βομβαρδιστικό
Q3557288	Τραύμα
Q3564833	Ανδρέας Καρκαβίτσας
Q3565552	Αρχιεπίσκοπος Αμερικής Δημήτριος
Q3946053	Salvatore Ferragamo
Q4127467	Mr Selfridge
Q4131386	Πολίνα Γκαγκάρινα
Q4799874	Άρθουρ Όλιβερ Γουίλερ
Q5589724	Κυβερνήτης του Τενεσί
Q6024866	Indila
Q6412664	Βασίλειο της Σύρμιας
Q6581823	Νότιες Κάτω Χώρες
Q7225114	πολιτική σάτιρα
Q7382648	Πλειοψηφία
Q7574297	Ομιλητής της Εθνοσυνέλευσης του Πακιστάν
Q11755916	Πρόεδρος της Ινδονησίας
Q12014035	Πεζοπορία
Q13426339	IOS 7
Q15294742	Rossiya Segodnya
Q15922520	Δίστιχο
Q18	Νότια Αμερική
Q30	Ηνωμένες Πολιτείες Αμερικής
Q38	Ιταλία
Q43	Τουρκία
Q48	Ασία
Q60	Νέα Υόρκη
Q66	Boeing
Q87	Αλεξάνδρεια
Q190	θεός
Q193	Κρόνος
Q206	Στήβεν Χάρπερ
Q213	Τσεχία
Q234	Φλάνδρα
Q235	Μονακό
Q240	Περιοχή των Βρυξελλών
Q242	Μπελίζε
Q252	Ινδονησία
Q256	Τουρκικά
Q258	Νότια Αφρική
Q262	Αλγερία
Q303	Έλβις Πρίσλεϊ
Q307	Γαλιλαίος Γαλιλέι
Q309	ιστορία
Q315	γλώσσα
Q322	Χλανβαϊρπουχγκουίνγκιλ
Q375	Βάφλα
Q405	Σελήνη
Q413	Φυσική
Q435	Βιβλιοθήκη της Αλεξάνδρειας
Q472	Σόφια
Q532	χωριό
Q548	Βιστούλας
Q663	αργίλιο
Q664	Νέα Ζηλανδία
Q668	Ινδία
Q671	φράγκιο
Q672	Τουβαλού
Q695	Παλάου
Q702	Μικρονησία
Q706	ασβέστιο
Q710	Κιριμπάτι
Q717	Βενεζουέλα
Q718	Σκάκι
Q785	Τζέρσεϊ
Q929	Κεντροαφρικανική Δημοκρατία
Q948	Τυνησία
Q989	Πάπας Ιωάννης Παύλος Β΄
Q994	Τιφλίδα
Q1006	Γουινέα
Q1007	Γουινέα-Μπισσάου
Q1027	Μαυρίκιος
Q1036	Ουγκάντα
Q1053	μολυβδαίνιο
Q1089	παλλάδιο
Q1114	Ανατολική Φλάνδρα
Q1145	Ζαν Φιλίπ Ραμώ
Q1159	Άντρα Πραντές
Q1252	χάσιο
Q1263	Εμίλια-Ρομάνια
Q1353	Δελχί
Q1364	Καρπός
Q1400	Πενσιλβανία
Q1415	Ιντιάνα
Q1456	Νότια Καρολίνα
Q1524	Αθήνα
Q1666	Ζακ Μπρελ
Q1715	Αννόβερο
Q1733	Μαγδεβούργο
Q1770	Ταλίν
Q1780	Μπρατισλάβα
Q1781	Βουδαπέστη
Q1850	Πνομ Πεν
Q1861	Μπανγκόκ
Q1889	διπλωματικές σχέσεις
Q1891	Μπολόνια
Q1910	Γιοάν Καμπάιγ
Q1943	Αμπού Ντιαμπί
Q1980	Σταντ ντε Ζερλάν
Q1997	διοξείδιο του άνθρακα
Q2007	Βορειοδυτικά Εδάφη
Q2141	Χάλιφαξ
Q2145	Κεμπέκ
Q2164	Αυτόνομος θύλακας της Νενετσίας
Q2167	Λουντ
Q2256	Μπέρμιγχαμ
Q2277	Ρωμαϊκή Αυτοκρατορία
Q2283	Microsoft
Q2468	Υδροφθόριο
Q2599	Πωλ ΜακΚάρτνεϋ
Q2766	iPhone
Q2796	IPad
Q3013	iCarly
Q3043	Μπελμοπάν
Q3138	Τρηρ
Q3302	Τράβε
Q3376	Τρέντο
Q3616	Τεχεράνη
Q3624	Αντίς Αμπέμπα
Q3748	Μονρόβια
Q3805	Αμμάν
Q3816	Γεωργία Σάνδη
Q3889	Μαπούτο
Q4022	ποταμός
Q4409	Sinclair Research
Q4533	Victorious
Q4648	Μπαλί
Q5064	Ο Μαγικός Αυλός
Q5095	Παπούα
Q5105	Σελίν Ντιόν
Q5287	Ιαπωνικά
Q5289	NET Framework
Q5377	Γκολφ
Q5588	Φρίντα Κάλο
Q5715	Μέμφις
Q5812	Νόβακ Τζόκοβιτς
Q5928	Τζίμι Χέντριξ
Q5977	Μπάντι Χόλι
Q6097	τσάι
Q6235	Εθνικισμός
Q6471	Airbus A310
Q6605	Δημοκρατία των Σαχά
Q6691	Όμηρος
Q7141	Κυτταρική βιολογία
Q7218	Τοξικολογία
Q7231	Ρόζα Λούξεμπουργκ
Q7331	Ιμπν Μπατούτα
Q7349	Γιόζεφ Χάυντν
Q7351	Ρόμπερτ Σούμαν
Q7362	Αφτί
Q7568	Γιογκιακάρτα
Q7721	Ναπολέων Γ΄
Q7724	Άουγκουστ Στρίντμπεργκ
Q7726	Ιωσήφ Βοναπάρτης
Q7734	Ιησούς του Ναυή
Q7768	Ένωση Χωρών της Νοτιοανατολικής Ασίας
Q7793	Ντονάτο Μπραμάντε
Q7802	ψωμί
Q7886	Πνεύμονας
Q7991	φυσική επιστήμη
Q8148	Βιομηχανία
Q8371	Βιολοντσέλο
Q8434	εκπαίδευση
Q8475	Ιντερπόλ
Q8486	Καφές
Q8597	Ακμπάρ ο Μέγας
Q8673	Λάγος
Q8712	Διεθνές Αεροδρόμιο Λούτον
Q8733	Δυναστεία Τσινγκ
Q8750	Μάικλ Φαραντέι
Q8810	Γρανάδα
Q8821	Μαυροβουνιακή γλώσσα
Q9035	Δανικά
Q9078	Λετονικά
Q9083	Λιθουανικά
Q9089	Ινδουισμός
Q9184	Γένεση
Q9237	Μαλαϊκά
Q9361	Μπισκέκ
Q9415	συναίσθημα
Q9584	Honda
Q9589	iTunes
Q9683	Δυναστεία Τανγκ
Q10282	Παμπλόνα
Q10737	αυτοκτονία
Q10943	τυρί
Q11146	Συνθήκη του Μάαστριχτ
Q11215	Windows 7
Q11221	Στρουμφάκια
Q11246	Windows Server 2003
Q11255	Microsoft Office
Q11369	Μόριο
Q11387	Ανοικτό σμήνος
Q11409	Απαρτχάιντ
Q11424	ταινία
Q11442	Ποδήλατο
Q11642	Αγγειοπλαστική
Q11708	Νοτιοανατολική Ασία
Q11758	Λουδοβίκος Λάζαρος Ζαμένχοφ
Q11772	Αρχαία Ελλάδα
Q11774	Αυτοκρατορία των Ινδών Γκούπτα
Q11834	Ο Παπουτσωμένος Γάτος
Q11887	Γουίλιαμ Ρόουαν Χάμιλτον
Q11903	Υπατία
Q11975	Μπρίτνεϊ Σπίαρς
Q12013	Χάρτες Google
Q12078	καρκίνος
Q12117	Δημητριακά
Q12280	γέφυρα
Q12284	διώρυγα
Q12393	The Legend of Zelda
Q12548	Αγία Ρωμαϊκή Αυτοκρατορία
Q12572	Ωτ-Λουάρ
Q12680	Πωλ Ντουμέρ
Q12724	Τιτσίνο
Q12755	Τζούρα
Q12771	Καντόνι του Βω
Q12796	πυροβόλο
Q13205	Σταντ ντε Φρανς
Q13230	Φερντινάν ντε Σωσσύρ
Q14081	Τσιμποράζο
Q14086	Μαρίσα Μάγιερ
Q14620	Οπτική
Q15121	Επαρχία του Μιλάνου
Q15864	Ηνωμένο Βασίλειο των Κάτω Χωρών
Q16277	Συρακούσες
Q16295	Μετωπιαίο οστό
Q16391	1-βουτανόλη
Q16521	τάξη
Q16552	Σαν Ντιέγκο
Q16555	Χιούστον
Q17167	Ρωμαϊκή Δημοκρατία
Q17451	γραμματοσειρά
Q18362	θεωρητική φυσική
Q18425	Μαρσελέν Μπερτελό
Q18547	Πύργος της Σαγκάης
Q18813	Καινή Διαθήκη
Q19199	Μπραντ Ντέλσον
Q19201	Μάικ Σίνοντα
Q19425	Πιοτρ Βιάζεμσκι
Q19444	Μπέρμιγχαμ Σίτι
Q19481	Λέστερ Σίτι
Q19568	ΑΦΚ Μπόρνμουθ
Q20710	Ζαν-Μαρτέν Σαρκό
Q21080	Αφγανικό λαγωνικό
Q21208	Χεπέι
Q23111	Σάφολκ
Q23276	Σάρρεϋ
Q23311	Σίτι του Λονδίνου
Q23397	λίμνη
Q23404	Ανθρωπολογία
Q23438	Ασγκαμπάτ
Q23471	Lordi
Q23498	αρχαιολογία
Q23640	κεφάλι
Q23733	Seinfeld
Q23757	ασβεστόλιθος
Q24879	Βρέμη
Q25177	Rammstein
Q25223	Πρόεδρος της Γερμανίας
Q25270	Πρίστινα
Q25757	Ούνικς Καζάν
Q26180	Άγιος Ευστάθιος
Q26933	Πιτ Τάουνσεντ
Q27538	Σασκουεχάνα
Q27586	Ferrari
Q28237	Λάνσινγκ
Q28480	Μαξ Μπροντ
Q29182	Επίσκοπος
Q29221	Σφολιάτα
Q29524	Φυσικό Δίκαιο
Q30113	Jeep
Q30578	Πάπας Ουρβανός Β΄
Q31058	Μπέρλιγκτον
Q31747	Ιρλανδικό Ελεύθερο Κράτος
Q31839	Philadelphia International Records
Q33187	Βραχίονας του Ωρίωνα
Q33384	διάλεκτος
Q33959	Νίκαια
Q34006	Χόλυγουντ
Q34105	Χόσνι Μουμπάρακ
Q34266	Ρωσική Αυτοκρατορία
Q34389	Γουίτνεϊ Χιούστον
Q34474	Αλεξάντρ Ισάγεβιτς Σολζενίτσιν
Q34628	Γκότχολντ Εφραίμ Λέσσινγκ
Q34664	Χιροσίμα
Q35794	Πανεπιστήμιο του Κέιμπριτζ
Q35903	WWE NXT
Q35919	Lexus
Q36116	Μέση ιρλανδική γλώσσα
Q36124	Στενό του Γιβραλτάρ
Q36312	Κάλγκαρι
Q36462	Παλακανέστρο Βίρτους Ρόμα
Q36600	Χάγη
Q37024	Σερβία και Μαυροβούνιο
Q37066	Μπίσμαρκ
Q37156	IBM
Q37960	Κίτρινη Θάλασσα
Q37970	Γκρέγκορ Μέντελ
Q38823	Ρουχολάχ Χομεϊνί
Q39042	Σαϊέν
Q39330	Γιορκσάιρ τεριέ
Q39760	Λωρίδα της Γάζας
Q39837	Αβερρόης
Q40213	Ουίλιαμ Μπάτλερ Γέιτς
Q40218	Διαστημόπλοιο
Q40362	Λαϊκή Αραβική Δημοκρατία της Σαχάρας
Q40898	Νανσί
Q40909	Βιρτζίνια Γουλφ
Q41177	Γρανίτης
Q41370	Δαβίδ
Q41466	Χόκεϊ επί πάγου
Q41502	Χένρικ Σιενκιέβιτς
Q41534	Άμυλο
Q41550	Οργανισμός Οικονομικής Συνεργασίας και Ανάπτυξης
Q41688	Χέντρικ Λόρεντζ
Q41749	Γιόζεφ Γκαίμπελς
Q42240	μελέτη
Q42295	Θάμνος
Q42876	Σημαία της Ιταλίας
Q42952	Θωρ
Q43109	δημοψήφισμα
Q43196	Σινσινάτι
Q43244	Φάρος της Αλεξάνδρειας
Q43303	Μάλκολμ Χ
Q43327	Motown
Q43939	Άνσελμος του Καντέρμπερι
Q44170	Ιγνάτιος Αντιοχείας
Q44237	Μεντόζα
Q44564	Τσάρλεστον
Q44819	Σουχάρτο
Q44989	Τάλσα
Q45682	Γιαν Σιμπέλιους
Q45782	Ενυδρείο
Q45922	Βέλος
Q46280	Διεθνές Αεροδρόμιο Παρισιού Σαρλ ντε Γκωλ
Q46585	Σημαία της Ολλανδίας
Q47041	Βιοποικιλότητα
Q47163	Βιτρούβιος
Q47280	Αβρααμικές θρησκείες
Q47478	Ουιγουεκανάντα Σουάμι
Q47577	Ακολουθία Φιμπονάτσι
Q47680	Ιησούς του Ναυή
Q48039	Μολιάνο Βενέτο
Q48196	Βλαστοκύτταρο
Q48263	Xbox 360
Q48604	Μιρ
Q48803	κηπουρική
Q48939	Έξετερ Σίτι ΦΚ
Q49164	Άμερστ
Q49233	Ορλάντο
Q49686	Βασίλειος Γ΄ Ιβάνοβιτς
Q49831	Νογιόν
Q50617	Όπλαντ
Q51513	Ούγκο φον Χόφμανσταλ
Q52105	ενδιαίτημα
Q52107	Φυσική γεωγραφία
Q52933	Ουλρίκα Ελεωνόρα της Σουηδίας
