sentence,prediction,gold,is_same,is_single_word
[CLS] September 11 attacks is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],September 11 attack,aircraft hijacking | Hijack | aircraft hijacking | aircraft piracy | airliner hijacking | aviation piracy | hijacking of an aircraft | skyjacking | suicide attack | act of terrorism | terrorist act | terrorist attack | terrorist attacks | terrorist incident | Hijack | aircraft hijacking | aircraft piracy | airliner hijacking | aviation piracy | hijacking of an aircraft | skyjacking | mass killing | mass murder | spree murder,False,False
[CLS] County Dublin is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],County Dublin,county of Ireland | counties of Ireland | county of Ireland | extinct administrative division | former administrative division | former administrative territorial entity | former country subdivision | former state | counties of Ireland | county of Ireland,False,False
[CLS] Wetherby is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],village in the United Kingdom,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | town,False,False
[CLS] Microsoft Excel is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Microsoft Excel,spreadsheet | spreadsheet | spreadsheet | Closed source | Proprietary software | closed - source software | non - free software | nonfree software | proprietary software,False,False
[CLS] Hamburg is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],city,city - state | city state | city - state | metro city | metropolis | tourist destination | BL | Bundesland | Land | state of Germany | states of Germany | Free imperial city | Hanseatic city | big city | city 100000 + | large city | city state | city - state | city 1000000 + | city with millions of inhabitants | Einheitsgemeinde in Lower Saxony | Einheitsgemeinde of Germany | Einheitsgemeinde of Saxony | urban district of Lower Hamburg | city municipality of Germany | city of Germany | urban municipality of Germany | port settlement,False,False
[CLS] Australian Labor Party is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Labor Party,political party | party | political party | party | political party,False,False
[CLS] Femina Miss India is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Femina Miss India,beauty contest | beauty contest | beauty pageant | Miss contest | Miss election | beauty contest ( female ) | beauty pageant ( Miss ) | female beauty contest | female beauty pageant | beauty contest | beauty pageant,False,False
[CLS] LGM - 118 Peacekeeper is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],LGM - 118,intercontinental ballistic missile | ICBM | intercontinental ballistic missile | ICBM | intercontinental ballistic missile,False,False
[CLS] River Mersey is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],River Mersey,river | river | rivers | main stream | river | rivers,False,True
[CLS] Cavalleria rusticana is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Cavalleria rustica,opera | opera | opera,False,True
[CLS] London Borough of Merton is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],London Borough,London borough | London borough | London boroughs | London borough | London boroughs,True,False
[CLS] Bahujan Samaj Party is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Bahujan Samaj,political party | party | political party | party | political party,False,False
[CLS] Andheri is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Bahrein,suburb | suburb | suburban area | urban district | suburb | suburban area | urban district,False,True
[CLS] Chennai International Airport is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Chennai International Airport,airport | air port | airport | airports | international airport | air port | airport | airports,False,True
[CLS] Good Girl Gone Bad is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Good Girl Gone Bad,album | album | audio album | music album | record album | full - length album | studio album | album | audio album | music album | record album,False,True
[CLS] Northampton railway station is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Northampton railway station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,False,False
[CLS] Romsey is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],member of the Labour Party,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | town,False,False
[CLS] London Borough of Wandsworth is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],London Borough,London borough | London borough | London boroughs | London borough | London boroughs,True,False
[CLS] Princes Risborough is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],town,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | town,True,False
[CLS] Tapti River is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],river,river | river | rivers | river | rivers,True,True
[CLS] Amsterdam Airport Schiphol is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Amsterdam Airport,airport | air port | airport | airports | international airport | air port | airport | airports,False,True
[CLS] hydrogen is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],hydrogen,chemical element | atomic element | chemical element | element | atomic element | chemical element | element,False,False
[CLS] Grammy Award for Best Opera Recording is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Grammy award,Grammy Award | Grammies | Grammy | Grammy Award | Gramophone Award | Grammies | Grammy | Grammy Award | Gramophone Award,True,False
[CLS] Libertarian Party of Virginia is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],Libertarian Party,political party | party | political party | party | political party,False,False
[CLS] Aylsham is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],village in the United Kingdom,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | town,False,False
[CLS] NEDD8 ubiquitin like modifier is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],novel novel,protein | protein | proteins | protein | proteins,False,True
[CLS] Marden is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German municipality,civil parish | English civil parish | civil parish | civil parish in England | civil parishes in England | English civil parish | civil parish | civil parish in England | civil parishes in England | small town | village,False,False
[CLS] amylase is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],drug drug,enzyme | enzyme | enzyme class | enzyme family | enzyme,False,True
[CLS] Stasi is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],U . S,secret police | secret police | secret police | ministry of East Germany,False,False
[CLS] Tucson International Airport is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Tucson International Airport,airport | air port | airport | airports | international airport | air port | airport | airports,False,True
[CLS] periclase is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],sulfur,magnesium oxide | Magmitt | MgO | magnesia | magnesium oxide | Magmitt | MgO | magnesia | magnesium oxide | mineral species,False,False
[CLS] Kings Island is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],former U . S,amusement park | amusement park | funfair | roller coaster park | amusement park | funfair | roller coaster park,False,False
[CLS] Stanovo is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],municipality,municipalities and cities of Serbia | municipalities and cities of Serbia | municipality of Serbia | municipalities and cities of Serbia | municipality of Serbia,False,False
[CLS] Amazon Elastic Compute Cloud is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],compute cloud,cloud computing | cloud computing | cloud platform | Computer software | computer software | software | cloud computing | cloud platform | Internet site | WWW site | World Wide Web site | site | web site | website,False,False
[CLS] artery is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],artery,blood vessel | blood vessel | blood vessels | edder | blood vessel | blood vessels | edder,False,False
[CLS] Driva is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],football player,river | river | rivers | river | rivers,False,True
[CLS] Thamirabarani River is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],river,river | river | rivers | river | rivers,True,True
[CLS] phosphofructokinase is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],neurotransmitter,enzyme | enzyme | enzyme class | enzyme family | enzyme,False,True
[CLS] Yahweh is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],village in the Azerbaijan Rayon,YHWH | Jahweh | Jehovah | YHWH | Yahweh | Yehovah | tetragrammaton | [UNK] | given name | name | names of God in Judaism | Jahweh | Jehovah | YHWH | Yahweh | Yehovah | tetragrammaton | [UNK] | God | deity | god | goddess,False,False
[CLS] Federalist Party is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Federalist Party,political party | party | political party | party | political party,False,False
[CLS] Philadelphia Orchestra is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Philadelphia Orchestra,orchestra | orchestra | orchestra,False,True
[CLS] Kansas City International Airport is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],suburb of Kansas City,airport | air port | airport | airports | international airport | air port | airport | airports,False,True
[CLS] Penobscot River is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],river,river | river | rivers | river | rivers,True,True
[CLS] Shahnameh is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Muslim Muslim,epic poem | Epic | epic | epic poem | epic poetry | Epic | epic | epic poem | epic poetry | Pitocrasia | literary work | work ( literary ) | written work,False,False
[CLS] Goth subculture is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],subculture,subculture | sub - culture | subculture | sub - culture | subculture,True,False
[CLS] Indomalaya ecozone is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],region,ecozone | Biogeographic realm | ecozone | Biogeographic realm | ecozone,False,False
[CLS] 2008 IAAF World Indoor Championships is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],2008 IAAF World Indoor Championships,IAAF World Indoor Championships in Athletics | IAAF World Indoor Championships in Athletics | IAAF World Indoor Championships in Athletics,False,False
