Q2	পৃথিবী
Q3033	গোটিগেন
Q3037	কাঠমান্ডু
Q3042	অফেনবাক এম মাইন্
Q3043	বেলমোপান
Q3044	শার্লেমাইন
Q3046	ফোৎসায়েম
Q3068	লইরে-আটলান্তিক
Q3070	সান হোসে, কোস্টা রিকা
Q3083	আইন
Q3085	রিউটলিংয়েন
Q3110	সান সালভাদর
Q3114	ক্যানবেরা
Q3118	ওরিওল
Q3125	হাউতেস আল্পিস
Q3129	ওরিওল ওব্লাস্ট
Q3130	সিডনি
Q3131	আল্প-দ্য-ওত-প্রোভঁস
Q3133	সবুজ
Q3138	ট্রিয়ের
Q3139	অ্যাপলস মেরিতাইম
Q3141	মেলবোর্ন
Q3142	লাল
Q3150	জেনা
Q3167	সিয়েজেন
Q3183	পার্থ
Q3184	অ্যারিগে
Q3185	হিলডেশেইম
Q3200	জাল্টস গিটা
Q3203	গ্যালিলীয় উপগ্রহ
Q3206	পশ্চিম অস্ট্রেলিয়া
Q3207	ওদ
Q3224	নিউ সাউথ ওয়েল্স
Q3230	পৃথিবীর বায়ুমণ্ডল
Q3235	উত্তরাঞ্চলীয় অঞ্চল
Q3238	তেগুসিগালপা
Q3258	অস্ট্রেলীয় রাজধানী অঞ্চল
Q3274	মানাগুয়া
Q3306	পানামা সিটি
Q3323	বেলগরদ
Q3337	লিওঁয়ের ১ম আরোঁদিসমঁ
Q3344	লিওঁয়ের ২য় আরোঁদিসমঁ
Q3348	লিওঁয়ের ৩য় আরোঁদিসমঁ
Q3351	লিওঁয়ের ৪র্থ আরোঁদিসমঁ
Q3354	লিওঁয়ের ৫ম আরোঁদিসমঁ
Q3358	লিওঁয়ের ৬ষ্ঠ আরোঁদিসমঁ
Q3360	লিওঁয়ের ৭ম আরোঁদিসমঁ
Q3364	দ্রোম
Q3366	লিওঁয়ের ৯ম আরোঁদিসমঁ
Q3368	এসোনে
Q3376	ট্রেন্টো
Q3392	নীলনদ
Q3409	লুব্ধক
Q3410	হার্টফোর্ডশায়ার
Q3415	এনকুনা
Q3426	ভোরঞ্জ
Q3437	পেরুজিয়া
Q3492	সুমাত্রা
Q3497	কেম্পুবাসু
Q3519	বারি
Q3540	বান্তেন
Q3542	নাইজার নদী
Q3543	পোটেঞ্জা
Q3551	রাবাত
Q3557	মধ্য জাভা
Q3559	ধূমকেতু
Q3561	আলজিয়ার্স
Q3572	তিউনিস
Q3579	ত্রিপোলি
Q3586	পূর্ব জাভা
Q3604	জিবুতি
Q3616	তেহরান
Q3624	আদ্দিস আবাবা
Q3630	জাকার্তা
Q3640	আঙ্কারা
Q3642	আসমারা
Q3659	ন'জামিনা
Q3674	নিয়ামে
Q3680	কারস্নুদার কারি
Q3685	ক্যালামা
Q3688	নুওয়াকশুত
Q3692	রিয়াদ
Q3703	বামাকো
Q3711	বেলগ্রেড
Q3718	ডাকার
Q3724	পশ্চিম জাভা
Q3726	বানজুল
Q3733	কোনাক্রি
Q3734	আদিগিয়া রিপাবলিক
Q3739	বিসাউ
Q3748	মনরোভিয়া
Q3751	প্রাইয়া
Q3757	জাভা দ্বীপ
Q3761	আক্রা
Q3766	দামেস্ক
Q3769	ফরাসি গায়ানা
Q3777	ওয়াগাদুগু
Q3783	আমাজন নদী
Q3787	আবুজা
Q3792	লোমে
Q3798	ফ্লেন্সবুর্গ
Q3799	পোর্তো নভো
Q3805	আম্মান
Q3818	মালাবু
Q3820	বৈরুত
Q3825	লিব্রভিল
Q3826	মাস্কাট
Q3838	কিনশাসা
Q3844	ব্রাজাভিল
Q3856	নিকোসিয়া
Q3859	কিগালি
Q3861	দোহা
Q3863	গ্রহাণু
Q3866	দোদোমা
Q3870	নাইরোবি
Q3876	লিলংবে
Q3881	লুসাকা
Q3882	মানামা
Q3884	আমাজন.কম
Q3889	মাপুটো
Q3891	মধ্য কালিমান্তান
Q3894	কাম্পালা
Q3897	লুয়ান্ডা
Q3899	পূর্ব কালিমান্তান
Q3903	উত্তর কালিমান্তান
Q3904	অম্বাবানে
Q3906	দক্ষিণ কালিমান্তান
Q3908	গালিথিয়া
Q3915	আন্তানানারিভো
Q3916	পশ্চিম কালিমান্তান
Q3918	বিশ্ববিদ্যালয়
Q3919	গ্যাবোরোন
Q3921	হারারে
Q3926	প্রিটোরিয়া
Q3927	আস্ট্রাখান
Q3929	পোর্ট লুইস
Q3930	টেবিল টেনিস
Q3932	সাও তমে
Q3934	আস্তুরিয়াস
Q3935	উইন্ডহুক
Q3940	ভিক্টোরিয়া
Q3953	কাল্মিয়াকিয়া রিপাবলিক
Q3957	নগর
Q3960	অস্ট্রেলিয়া
Q3962	ল্যাপটপ কম্পিউটার
Q3968	বীজগণিত
Q3992	লিজ
Q4018	নাবারা
Q4022	নদী
Q4061	উডি গাথরি
Q4087	অ্যামোনিয়া
Q4091	ফুজায়রা
Q4093	গ্লাসগো
Q4118	সালফিউরিক এসিড
Q4128	লুই আরাগঁ
Q4130	কক্ষপথ
Q4131	হ্যামিল্টন
Q4169	মহাশূন্য
Q4176	কোলন গির্জা
Q4213	দূরবীক্ষণ যন্ত্র
Q4261	মিশেল প্লাতিনি
Q4287	মার্জারিন
Q4295	পিটার এবেলার্ড
Q4341	প্রাইমিরস্কি ক্রাই
Q4361	কুরিতিবা
Q4398	প্যানজিয়া
Q4421	অরণ্য
Q4454	খাবারোভস্ক
Q4478	পাঞ্জাব
Q4539	সমবায়
Q4543	বীচ ভলিবল
Q4577	ইয়োব
Q4579	হিতোপদেশ
Q4612	মারলেনে ডিট্রিশ
Q4616	মেরিলিন মনরো
Q4618	কার্নিভাল
Q4628	ফ্যারও দ্বীপপুঞ্জ
Q4631	মুহাম্মাদ মুরসি
Q4648	বালি
Q4649	জুপিটার
Q4656	পোলা
Q4803	সুরাকাটা
Q4864	ইউজিন কাসপারস্কি
Q4916	ইউরো
Q4948	ভেনিস প্রজাতন্ত্র
Q4970	হাংচৌ
Q5043	খ্রিস্ট ধর্ম
Q5046	উইন্ডোজ ৮
Q5065	মধ্য সুলাওয়েসি
Q5082	পশ্চিম সুলাওয়েসি
Q5083	সিয়াটল
Q5090	চাল
Q5092	বাল্টিমোর
Q5095	পাপুয়া প্রদেশ
Q5105	সেলিন দিয়োঁ
Q5112	অ্যাডিলেড
Q5113	পাখি
Q5118	দাগেস্তান প্রজাতন্ত্র
Q5119	রাজধানী
Q5146	পর্তুগিজ ভাষা
Q5168	ম্যাকাচালা
Q5187	চেচনিয়া
Q5196	গ্রোজনি
Q5206	স্টাব্রোপুল
Q5207	স্ট্যাভরোপোল ক্রাই
Q5219	ইঙ্গুশেতিয়া
Q5237	উত্তর ওশেতিয়া-আলানিয়া প্রজাতন্ত্র
Q5239	ভেলাডিকাভকাজ
Q5257	সাতবাহন সাম্রাজ্য
Q5265	নালকিক
Q5267	কাবার্ডিনো-বল্কার রিপাবলিক
Q5281	ইয়ানডেক্স
Q5282	সালফার ডাইঅক্সাইড
Q5284	বিল গেটস
Q5287	জাপানি ভাষা
Q5289	.NET ফ্রেমওয়ার্ক
Q5290	কম্পিউটার মনিটর
Q5294	ডিভিডি
Q5319	বোরাক্স
Q5328	কারাকায় চেরকিস  রিপাবলিক
Q5332	সারাতভ
Q5334	সারাতোভ ওব্লাস্ট
Q5340	মরডোভিয়া প্রজাতন্ত্র
Q5372	বাস্কেটবল
Q5375	ক্রিকেট
Q5377	গল্ফ
Q5383	ডেভিড বোয়ি
Q5384	কিরোভ
Q5400	পেরম ক্রায়
Q5401	ইউরেশিয়া
Q5413	ইয়াং চি কিয়াং
Q5422	আডমুর্ত রিপাবলিক
Q5426	ইজহেভস্ক
Q5432	ফ্রান্সিস্কো গোয়া
Q5443	গ্রেটা গার্বো
Q5446	মারি এল প্রজাতন্ত্র
Q5456	আন্দিজ পর্বতমালা
Q5465	কেপ টাউন
Q5466	চুভাস রিপাবলিক
Q5468	ডারবান
Q5470	চেবোকসারি
Q5475	ট্রে্ভিসো
Q5481	তাতারস্তান
Q5505	ভিক্টোরিয়া হ্রদ
Q5513	বৈকাল হ্রদ
Q5540	পেঞ্জা
Q5582	ভিনসেন্ট ভ্যান গখ
Q5588	ফ্রিদা কাহলো
Q5592	মাইকেলেঞ্জেলো
Q5593	পাবলো পিকাসো
Q5597	রাফায়েল
Q5608	এমিনেম
Q5638	বাস
Q5673	হান্স ক্রিশ্চিয়ান এন্ডারসন
Q5682	মিগেল দে থের্ভান্তেস
Q5684	ব্যাবিলন
Q5687	জেরিক
Q5690	স্পার্টা
Q5693	দক্ষিণ সভোনিয়া
Q5705	কাতালোনিয়া
Q5710	বাশকোর্তোস্তান প্রজাতন্ত্র
Q5711	উসিম্যা
Q5713	ম্যারি
Q5715	মেমফিস
Q5727	লা রিওজা
Q5752	পিটার ক্রপটকিন
Q5753	সমরকন্দ
Q5764	বুখারা
Q5765	বালেয়ার দ্বীপপুঞ্জ
Q5772	মুর্সিয়া অঞ্চল
Q5776	বেথেলহাম
Q5783	আন্দালুসিয়া
Q5785	কেইম্যান দ্বীপপুঞ্জ
Q5788	পেত্রা
Q5806	মক্কা
Q5812	নোভাক জকোভিচ
Q5813	কানারি দ্বীপপুঞ্জ
Q5815	ত্যুমেন
Q5818	কর্দোবা
Q5826	শি'আন
Q5830	এয়ারবাস এ৩৮০
Q5831	মেলিলা
Q5832	আকসুম
Q5836	তোলেদো
Q5838	কাবুল
Q5879	ইয়োহান ভোলফগাং ফন গ্যোটে
Q5885	তামিল ভাষা
Q5891	দর্শন
Q5928	জিমি হেন্ড্রিক্স
Q5942	আলতাই ক্রাই
Q5950	জেমস ব্রাউন
Q5968	কুনেও
Q5971	আলতাই প্রজাতন্ত্র
Q5972	মেডান
Q5994	পিয়ানো
Q6088	আলেসান্দ্রিয়া
Q6097	চা
Q6106	পোর্টল্যান্ড
Q6128	টোস্ট
Q6186	সাম্যবাদ
Q6225	কোভেন্ট্রি
Q6235	জাতীয়তাবাদ
Q6240	হাফিজ
Q6250	পশ্চিম সাহারা
Q6252	মঞ্জা
Q6256	দেশ
Q6259	প্যাভিয়া
Q6320	কান্তি-মান্সি স্বায়ত্তশাসিত ওব্লাস্ট
Q6329	খান্টি-মানিস্ক
Q6346	ইন্ডিয়ানাপোলিস
Q6353	জেরারডাস মারকেটর
Q6373	ব্রিটিশ মিউজিয়াম
Q6407	ইয়ামালো-নেনেটস স্বায়ত্তশাসিত অক্রুগ
Q6425	বোয়িং ৭৭৭
Q6437	এয়ারবাস এ৩০০
Q6441	মন্টপেলিয়ার
Q6454	কেলাইস
Q6471	এয়ারবাস এ৩১০
Q6475	এয়ারবাস এ৩২০
Q6478	এয়ারবাস এ৩৩০
Q6481	এয়ারবাস এ৩৪০
Q6484	এয়ারবাস এ৩৫০
Q6487	আন্তালিয়া
Q6488	এয়ারবাস এ৩২০নিও পরিবার
Q6506	ভামা
Q6509	বুর্গাস
Q6526	বোলজানো
Q6527	জঁ-জাক রুসো
Q6534	ফরাসি বিপ্লব
Q6537	ভিসেনজা
Q6539	বাস্তিলের বিক্ষোভ
Q6543	রিপাাবলিক অফ খাকসিয়া
Q6548	ওরলিও
Q6563	ক্রাস্নোয়ারস্ক ক্রা
Q6576	ইরকুটস্ক
Q6585	ইরকুটস্ক ওব্লাস্ট
Q6602	স্ত্রাসবুর
Q6605	সাখা রিপাবলিক
Q6607	গিটার
Q6616	পোয়াটি
Q6636	সমকামিতা
Q6649	সমকামী মহিলা
Q6654	ক্রোয়েশীয় ভাষা
Q6663	হ্যামবার্গার
Q6681	ক্রটোন
Q6686	রেনোঁ
Q6691	হোমার
Q6730	পেরপিগনা
Q6733	এডওয়ার্ড টেলার
Q6761	লিভোনো
Q6809	বুরিয়াত রিপাবলিক
Q6816	উলান-উদে
Q6838	জাবায়কালস্কি ক্রা
