fact,label,sentence,langs,number of langs
"('Q34863', 'P1376', 'Q1649')","('Oklahoma City', '[X] is the capital of [Y] .', 'Oklahoma')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__he', 'mbert_base__vi', 'mbert_base__mr']",7
"('Q502170', 'P36', 'Q30687')","('Puntarenas Province', 'The capital of [X] is [Y] .', 'Puntarenas')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__vi']",7
"('Q3604', 'P1376', 'Q977')","('Djibouti', '[X] is the capital of [Y] .', 'Djibouti')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__vi', 'mbert_base__mr']",7
"('Q1773444', 'P36', 'Q207098')","('Ghaziabad district', 'The capital of [X] is [Y] .', 'Ghaziabad')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ko', 'mbert_base__vi', 'mbert_base__mr']",7
"('Q204181', 'P159', 'Q13972')","('University of Tartu', 'The headquarter of [X] is in [Y] .', 'Tartu')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ru', 'mbert_base__zh', 'mbert_base__vi', 'mbert_base__el']",7
"('Q30768', 'P1001', 'Q574')","('flag of East Timor', '[X] is a legal term in [Y] .', 'East Timor')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi', 'mbert_base__el']",7
"('Q15121', 'P36', 'Q490')","('province of Milan', 'The capital of [X] is [Y] .', 'Milan')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__el', 'mbert_base__mr']",7
"('Q260979', 'P276', 'Q3130')","('Sydney Film Festival', '[X] is located in [Y] .', 'Sydney')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ru', 'mbert_base__zh', 'mbert_base__ko']",7
"('Q36005', 'P1001', 'Q822')","('flag of Lebanon', '[X] is a legal term in [Y] .', 'Lebanon')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi', 'mbert_base__mr']",7
"('Q211333', 'P176', 'Q324782')","('Beretta 92', '[X] is produced by [Y] .', 'Beretta')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__ko', 'mbert_base__vi']",7
"('Q702552', 'P36', 'Q167152')","('arrondissement of Soissons', 'The capital of [X] is [Y] .', 'Soissons')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi', 'mbert_base__el']",7
"('Q14743726', 'P178', 'Q8093')","('Nintendo 2DS', '[X] is developed by [Y] .', 'Nintendo')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__vi', 'mbert_base__el']",7
"('Q172517', 'P1001', 'Q766')","('flag of Jamaica', '[X] is a legal term in [Y] .', 'Jamaica')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi', 'mbert_base__el']",7
"('Q981327', 'P276', 'Q944368')","('Haditha killings', '[X] is located in [Y] .', 'Haditha')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ru', 'mbert_base__zh', 'mbert_base__ko']",7
"('Q344334', 'P276', 'Q406')","('Istanbul Technical University', '[X] is located in [Y] .', 'Istanbul')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ru', 'mbert_base__zh', 'mbert_base__ko', 'mbert_base__el']",7
"('Q2088496', 'P36', 'Q1348')","('Kolkata district', 'The capital of [X] is [Y] .', 'Kolkata')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__vi', 'mbert_base__el', 'mbert_base__mr']",7
"('Q71', 'P1376', 'Q11917')","('Geneva', '[X] is the capital of [Y] .', 'Canton of Geneva')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__he', 'mbert_base__vi', 'mbert_base__mr']",6
"('Q840820', 'P178', 'Q95')","('Google Groups', '[X] is developed by [Y] .', 'Google')",,"['mbert_base__es', 'mbert_base__zh', 'mbert_base__tr', 'mbert_base__ko', 'mbert_base__vi', 'mbert_base__mr']",6
"('Q104994', 'P36', 'Q65')","('Los Angeles County', 'The capital of [X] is [Y] .', 'Los Angeles')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__vi']",6
"('Q1360881', 'P176', 'Q26921')","('Alfa Romeo Alfasud', '[X] is produced by [Y] .', 'Alfa Romeo')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__he', 'mbert_base__tr']",6
"('Q2430415', 'P1001', 'Q43')","('Prime Minister of Turkey', '[X] is a legal term in [Y] .', 'Turkey')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__el']",6
"('Q1329478', 'P159', 'Q1085')","('Czech Technical University in Prague', 'The headquarter of [X] is in [Y] .', 'Prague')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__ko']",6
"('Q1029958', 'P1001', 'Q686')","('Prime Minister of Vanuatu', '[X] is a legal term in [Y] .', 'Vanuatu')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__el']",6
"('Q839078', 'P1001', 'Q16')","('Prime Minister of Canada', '[X] is a legal term in [Y] .', 'Canada')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi', 'mbert_base__el']",6
"('Q319145', 'P1001', 'Q408')","('Prime Minister of Australia', '[X] is a legal term in [Y] .', 'Australia')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi', 'mbert_base__el']",6
"('Q838380', 'P1001', 'Q794')","('President of Iran', '[X] is a legal term in [Y] .', 'Iran')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__zh', 'mbert_base__vi', 'mbert_base__el', 'mbert_base__mr']",6
"('Q294956', 'P176', 'Q128896')","('AMD Accelerated Processing Unit', '[X] is produced by [Y] .', 'Advanced Micro Devices')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__ko']",6
"('Q159909', 'P138', 'Q5879')","('Goethe Prize', '[X] is named after [Y] .', 'Johann Wolfgang von Goethe')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__es', 'mbert_base__ru', 'mbert_base__zh', 'mbert_base__vi']",6
"('Q502294', 'P36', 'Q37836')","('Milwaukee County', 'The capital of [X] is [Y] .', 'Milwaukee')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi']",6
"('Q459982', 'P176', 'Q188217')","('SEAT Ibiza ( cazan)', '[X] is produced by [Y] .', 'SEAT')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__he', 'mbert_base__el']",6
"('Q23129', 'P36', 'Q204720')","('Herefordshire', 'The capital of [X] is [Y] .', 'Hereford')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi']",6
"('Q54880', 'P190', 'Q8818')","('Valencia', '[X] and [Y] are twin cities .', 'Valencia')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ru', 'mbert_base__zh', 'mbert_base__vi']",6
"('Q1132565', 'P176', 'Q35962')","('Maserati Quattroporte', '[X] is produced by [Y] .', 'Maserati')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__tr', 'mbert_base__ko']",6
"('Q16117', 'P36', 'Q6624')","('Province of Ascoli Piceno', 'The capital of [X] is [Y] .', 'Ascoli Piceno')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi']",6
"('Q1356124', 'P36', 'Q321475')","('Kollam district', 'The capital of [X] is [Y] .', 'Kollam')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__vi', 'mbert_base__mr']",6
"('Q171382', 'P36', 'Q214495')","('Bamyan', 'The capital of [X] is [Y] .', 'Bamyan')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi']",6
"('Q1531056', 'P176', 'Q40993')","('Porsche 989', '[X] is produced by [Y] .', 'Porsche')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__es', 'mbert_base__ru', 'mbert_base__zh', 'mbert_base__tr']",6
"('Q6481', 'P176', 'Q67')","('A340235', '[X] is produced by [Y] .', 'Airbus')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__he', 'mbert_base__tr', 'mbert_base__vi']",6
"('Q220529', 'P178', 'Q188508')","('Mikoyan MiG-35', '[X] is developed by [Y] .', 'Mikoyan')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__zh', 'mbert_base__tr', 'mbert_base__vi']",6
"('Q476636', 'P176', 'Q36008')","('Mercedes-Benz SLS AMG', '[X] is produced by [Y] .', 'Mercedes-Benz')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__tr', 'mbert_base__el']",6
"('Q169134', 'P1376', 'Q131287')","('Nara', '[X] is the capital of [Y] .', 'Nara Prefecture')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__he', 'mbert_base__vi', 'mbert_base__mr']",6
"('Q749235', 'P276', 'Q649')","('Moscow International Film Festival', '[X] is located in [Y] .', 'Moscow')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__es', 'mbert_base__ru', 'mbert_base__zh', 'mbert_base__ko']",6
"('Q153339', 'P36', 'Q818765')","('Shinyanga Region', 'The capital of [X] is [Y] .', 'Shinyanga')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ko', 'mbert_base__vi']",6
"('Q35765', 'P1376', 'Q122723')","('Ōsaka', '[X] is the capital of [Y] .', 'Ōsaka Prefecture')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__he', 'mbert_base__vi', 'mbert_base__mr']",6
"('Q793101', 'P176', 'Q27224')","('Bentley State Limousine', '[X] is produced by [Y] .', 'Bentley')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__tr']",6
"('Q55182', 'P36', 'Q11967')","('Huesca Province', 'The capital of [X] is [Y] .', 'Huesca')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ko', 'mbert_base__vi']",6
"('Q929586', 'P276', 'Q179385')","('Greenwich Park', '[X] is located in [Y] .', 'Greenwich')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__ko']",6
"('Q254889', 'P36', 'Q9270')","('Thimphu District', 'The capital of [X] is [Y] .', 'Thimphu')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__vi', 'mbert_base__el']",6
"('Q502181', 'P36', 'Q30617')","('Provincia de Cartago', 'The capital of [X] is [Y] .', 'Cartago')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__vi']",6
"('Q123258', 'P36', 'Q26600')","('Fukuoka Prefecture', 'The capital of [X] is [Y] .', 'Fukuoka')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__vi', 'mbert_base__mr']",6
"('Q184623', 'P937', 'Q90')","('Georges Danton', '[X] used to work in [Y] .', 'Paris')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ru', 'mbert_base__vi', 'mbert_base__el']",6
"('Q158085', 'P138', 'Q9021')","('Max Planck Society', '[X] is named after [Y] .', 'Max Planck')",,"['mbert_base__nl', 'mbert_base__es', 'mbert_base__he', 'mbert_base__ko', 'mbert_base__vi', 'mbert_base__el']",6
"('Q2496094', 'P159', 'Q1761')","('University of Dublin', 'The headquarter of [X] is in [Y] .', 'Dublin')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ru', 'mbert_base__zh']",6
"('Q184594', 'P36', 'Q183551')","('County Waterford', 'The capital of [X] is [Y] .', 'Waterford')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi']",6
"('Q4404583', 'P1001', 'Q219')","('Prime Minister of Bulgaria', '[X] is a legal term in [Y] .', 'Bulgaria')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__vi', 'mbert_base__el']",6
"('Q108143', 'P36', 'Q16552')","('San Diego County', 'The capital of [X] is [Y] .', 'San Diego')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ko', 'mbert_base__vi']",6
"('Q10818', 'P276', 'Q84')","('7 July 2005 London bombings', '[X] is located in [Y] .', 'London')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ru', 'mbert_base__ko']",6
"('Q191651', 'P1376', 'Q13847')","('Masbate City', '[X] is the capital of [Y] .', 'Masbate')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__vi', 'mbert_base__mr']",6
"('Q217305', 'P159', 'Q60')","('The New Yorker', 'The headquarter of [X] is in [Y] .', 'New York City')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ko', 'mbert_base__vi']",6
"('Q8678', 'P1376', 'Q41428')","('Rio de Janeiro', '[X] is the capital of [Y] .', 'Rio de Janeiro')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__he', 'mbert_base__vi', 'mbert_base__yo']",6
"('Q823917', 'P159', 'Q42448')","('University of Sheffield', 'The headquarter of [X] is in [Y] .', 'Sheffield')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__el']",6
"('Q610669', 'P1001', 'Q408')","('Governor-General of Australia', '[X] is a legal term in [Y] .', 'Australia')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi', 'mbert_base__el']",6
"('Q878250', 'P1001', 'Q710')","('President of Kiribati', '[X] is a legal term in [Y] .', 'Kiribati')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ru', 'mbert_base__zh', 'mbert_base__el']",6
"('Q1145714', 'P1001', 'Q212')","('Prime Minister of Ukraine', '[X] is a legal term in [Y] .', 'Ukraine')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi', 'mbert_base__el']",6
"('Q1895', 'P37', 'Q7737')","('Petrozavodsk', 'The official language of [X] is [Y] .', 'Russian')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__vi']",6
"('Q10526', 'P36', 'Q4007')","('Rosenheim', 'The capital of [X] is [Y] .', 'Rosenheim')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi']",6
"('Q23112', 'P36', 'Q350')","('Cambridgeshire', 'The capital of [X] is [Y] .', 'Cambridge')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi']",6
"('Q2081668', 'P176', 'Q6742')","('Peugeot Type 48', '[X] is produced by [Y] .', 'Peugeot')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__he', 'mbert_base__tr']",6
"('Q925737', 'P276', 'Q418096')","('Akihabara massacre', '[X] is located in [Y] .', 'Akihabara')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__ko']",6
"('Q1470486', 'P176', 'Q1218180')","('Nikon F3', '[X] is produced by [Y] .', 'Nikon')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__tr']",6
"('Q131147', 'P1001', 'Q148')","('Flag of China', '[X] is a legal term in [Y] .', ""People's Republic of China"")",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__ru', 'mbert_base__el', 'mbert_base__mr']",6
"('Q9684', 'P159', 'Q60')","('The New York Times', 'The headquarter of [X] is in [Y] .', 'New York City')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__ko']",6
"('Q329261', 'P138', 'Q4301')","('Arusha Region', '[X] is named after [Y] .', 'Arusha')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__ko', 'mbert_base__vi', 'mbert_base__el']",6
"('Q288100', 'P36', 'Q237254')","('Lom Municipality', 'The capital of [X] is [Y] .', 'Lom')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__vi', 'mbert_base__el']",6
"('Q143134', 'P176', 'Q36008')","('Mercedes-Benz Type 300', '[X] is produced by [Y] .', 'Mercedes-Benz')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__vi', 'mbert_base__el']",6
"('Q6484', 'P176', 'Q67')","('Airbus A350', '[X] is produced by [Y] .', 'Airbus')",,"['mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__he', 'mbert_base__tr', 'mbert_base__vi']",6
"('Q1140706', 'P1001', 'Q889')","('President of Afghanistan', '[X] is a legal term in [Y] .', 'Afghanistan')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi', 'mbert_base__el']",6
"('Q2476853', 'P36', 'Q406227')","('Karnobat Municipality', 'The capital of [X] is [Y] .', 'Karnobat')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi']",6
"('Q2012589', 'P36', 'Q185114')","('Targovishte Province', 'The capital of [X] is [Y] .', 'Targovishte')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__zh', 'mbert_base__vi']",6
"('Q24904', 'P159', 'Q36600')","('ADO Den Haag', 'The headquarter of [X] is in [Y] .', 'The Hague')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__ko', 'mbert_base__vi']",6
"('Q174096', 'P1376', 'Q13881')","('Sorsogon City', '[X] is the capital of [Y] .', 'Sorsogon')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__el', 'mbert_base__mr']",6
"('Q1697', 'P36', 'Q649')","('Moscow Oblast', 'The capital of [X] is [Y] .', 'Moscow')",,"['mbert_base__nl', 'mbert_base__zh', 'mbert_base__he', 'mbert_base__ko', 'mbert_base__vi', 'mbert_base__el']",6
"('Q222775', 'P176', 'Q6742')","('Peugeot 207', '[X] is produced by [Y] .', 'Peugeot')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__fr', 'mbert_base__nl', 'mbert_base__es', 'mbert_base__he', 'mbert_base__tr']",6
"('Q208487', 'P1001', 'Q801')","('Prime Minister of Israel', '[X] is a legal term in [Y] .', 'Israel')",,"['init_confidence_iter_confidence_reprob', 'mbert_base__nl', 'mbert_base__zh', 'mbert_base__vi', 'mbert_base__el', 'mbert_base__mr']",6
